,Unnamed: 0,Impact Factor,Citing Journal,All Yrs,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,Rest,Journal
35,36,3.7889999999999997,LANGMUIR,35,4,7,8,3,9,4,0,0,0,0,0,Advanced Healthcare Materials
36,37,6.29,CHEM COMMUN,32,0,4,6,12,6,4,0,0,0,0,0,Advanced Healthcare Materials
37,38,5.005,NANOMEDICINE-UK,32,3,5,10,5,4,4,0,0,0,0,1,Advanced Healthcare Materials
38,39,,WOODH PUBL SER BIOM,32,2,5,5,7,10,3,0,0,0,0,0,Advanced Healthcare Materials
39,40,12.102,ANGEW CHEM INT EDIT,31,1,8,10,5,5,2,0,0,0,0,0,Advanced Healthcare Materials
40,41,6.5,NANOMED-NANOTECHNOL,30,1,4,13,5,5,2,0,0,0,0,0,Advanced Healthcare Materials
41,42,2.467,MATERIALS,28,3,9,6,1,8,1,0,0,0,0,0,Advanced Healthcare Materials
42,43,4.485,BIOCONJUGATE CHEM,27,1,7,7,4,6,2,0,0,0,0,0,Advanced Healthcare Materials
43,44,8.173,BIOSENS BIOELECTRON,26,0,1,7,12,5,1,0,0,0,0,0,Advanced Healthcare Materials
44,45,5.914,MACROMOLECULES,26,1,4,9,6,5,1,0,0,0,0,0,Advanced Healthcare Materials
45,46,,RSC SMART MATER,26,0,1,10,6,5,4,0,0,0,0,0,Advanced Healthcare Materials
46,47,5.1579999999999995,CARBOHYD POLYM,25,1,1,9,7,4,3,0,0,0,0,0,Advanced Healthcare Materials
47,48,2.6310000000000002,CHINESE CHEM LETT,25,1,4,5,7,6,2,0,0,0,0,0,Advanced Healthcare Materials
48,49,6.848,DRUG DISCOV TODAY,25,1,9,6,3,5,1,0,0,0,0,0,Advanced Healthcare Materials
49,50,2.222,MICROMACHINES-BASEL,25,2,5,4,4,3,7,0,0,0,0,0,Advanced Healthcare Materials
50,51,4.556,MOL PHARMACEUT,25,2,5,10,3,5,0,0,0,0,0,0,Advanced Healthcare Materials
51,52,,ACS OMEGA,24,3,4,10,2,3,2,0,0,0,0,0,Advanced Healthcare Materials
52,53,5.667000000000001,SENSOR ACTUAT B-CHEM,24,0,10,4,8,1,1,0,0,0,0,0,Advanced Healthcare Materials
53,54,6.35,WIRES NANOMED NANOBI,24,0,2,11,6,4,1,0,0,0,0,0,Advanced Healthcare Materials
54,55,5.0680000000000005,J BIOMED NANOTECHNOL,23,5,4,3,8,2,1,0,0,0,0,0,Advanced Healthcare Materials
55,56,3.7089999999999996,SOFT MATTER,23,1,5,3,5,5,4,0,0,0,0,0,Advanced Healthcare Materials
56,57,6.131,ACS MACRO LETT,22,1,2,8,6,4,1,0,0,0,0,0,Advanced Healthcare Materials
57,58,6.042000000000001,ANAL CHEM,22,1,13,2,3,3,0,0,0,0,0,0,Advanced Healthcare Materials
58,59,4.441,MACROMOL RAPID COMM,22,1,2,7,4,7,0,1,0,0,0,0,Advanced Healthcare Materials
59,60,3.404,NANOTECHNOLOGY,22,3,6,4,6,3,0,0,0,0,0,0,Advanced Healthcare Materials
60,61,7.346,ADV COLLOID INTERFAC,21,2,4,6,4,4,1,0,0,0,0,0,Advanced Healthcare Materials
61,62,12.440999999999999,ADV SCI,21,4,6,5,2,2,2,0,0,0,0,0,Advanced Healthcare Materials
62,63,12.353,NAT COMMUN,21,0,4,5,2,7,3,0,0,0,0,0,Advanced Healthcare Materials
63,64,3.687,INT J MOL SCI,20,4,7,5,2,0,2,0,0,0,0,0,Advanced Healthcare Materials
64,65,3.5039999999999996,NANOMATERIALS-BASEL,20,1,4,1,7,4,3,0,0,0,0,0,Advanced Healthcare Materials
65,66,4.622,ADV MATER TECHNOL-US,19,1,5,9,1,1,2,0,0,0,0,0,Advanced Healthcare Materials
66,67,3.5069999999999997,BIOTECHNOL J,19,0,8,6,0,3,2,0,0,0,0,0,Advanced Healthcare Materials
67,68,3.909,INT J BIOL MACROMOL,19,0,4,4,4,4,3,0,0,0,0,0,Advanced Healthcare Materials
68,69,5.091,J COLLOID INTERF SCI,19,2,1,2,7,4,3,0,0,0,0,0,Advanced Healthcare Materials
69,70,14.357000000000001,J AM CHEM SOC,18,2,4,4,4,3,1,0,0,0,0,0,Advanced Healthcare Materials
70,71,2.69,MACROMOL MATER ENG,18,0,5,1,3,4,5,0,0,0,0,0,Advanced Healthcare Materials
71,72,5.16,CHEM-EUR J,17,0,4,7,2,4,0,0,0,0,0,0,Advanced Healthcare Materials
72,73,4.0889999999999995,J TISSUE ENG REGEN M,17,0,0,6,3,6,2,0,0,0,0,0,Advanced Healthcare Materials
73,74,13.578,TRENDS BIOTECHNOL,17,0,4,3,3,4,3,0,0,0,0,0,Advanced Healthcare Materials
74,75,3.373,J BIOMED MATER RES B,16,0,0,5,2,7,2,0,0,0,0,0,Advanced Healthcare Materials
75,76,24.48,MAT SCI ENG R,16,1,6,5,2,0,2,0,0,0,0,0,Advanced Healthcare Materials
76,77,3.483,POLYMER,16,1,1,7,3,3,1,0,0,0,0,0,Advanced Healthcare Materials
77,78,4.834,ADV MATER INTERFACES,15,1,1,5,1,4,3,0,0,0,0,0,Advanced Healthcare Materials
78,79,3.741,EUR POLYM J,15,0,3,4,3,1,4,0,0,0,0,0,Advanced Healthcare Materials
79,80,12.08,NANO LETT,15,1,4,4,4,1,1,0,0,0,0,0,Advanced Healthcare Materials
80,81,,ONCOTARGET,15,1,3,5,3,3,0,0,0,0,0,0,Advanced Healthcare Materials
81,82,2.766,PLOS ONE,15,2,5,1,2,4,1,0,0,0,0,0,Advanced Healthcare Materials
82,83,2.897,BIOMED MATER,14,1,1,4,0,6,2,0,0,0,0,0,Advanced Healthcare Materials
83,84,13.183,MATER HORIZ,14,1,3,3,5,2,0,0,0,0,0,0,Advanced Healthcare Materials
84,85,2.687,MATER LETT,14,0,3,0,3,6,2,0,0,0,0,0,Advanced Healthcare Materials
85,86,3.0980000000000003,MOLECULES,14,2,0,4,4,3,1,0,0,0,0,0,Advanced Healthcare Materials
86,87,9.504,P NATL ACAD SCI USA,14,0,2,6,2,1,3,0,0,0,0,0,Advanced Healthcare Materials
87,88,5.711,ACS SENSORS,13,2,4,3,2,0,1,0,0,0,0,1,Advanced Healthcare Materials
88,89,9.062999999999999,CHEM SCI,13,0,4,2,5,1,1,0,0,0,0,0,Advanced Healthcare Materials
89,90,3.095,DRUG DELIV,13,2,1,3,2,2,3,0,0,0,0,0,Advanced Healthcare Materials
90,91,,PROC SPIE,13,0,3,5,3,1,1,0,0,0,0,0,Advanced Healthcare Materials
91,92,,THER DELIV,13,2,2,3,2,3,1,0,0,0,0,0,Advanced Healthcare Materials
92,93,6.14,ACS SUSTAIN CHEM ENG,12,0,3,2,3,4,0,0,0,0,0,0,Advanced Healthcare Materials
93,94,3.864,ANALYST,12,0,2,2,4,2,2,0,0,0,0,0,Advanced Healthcare Materials
94,95,3.405,ANN BIOMED ENG,12,0,3,5,1,3,0,0,0,0,0,0,Advanced Healthcare Materials
95,96,2.077,BIOMED MICRODEVICES,12,0,2,6,3,1,0,0,0,0,0,0,Advanced Healthcare Materials
96,97,7.082000000000001,CARBON,12,0,5,2,2,1,2,0,0,0,0,0,Advanced Healthcare Materials
97,98,5.294,J NANOBIOTECHNOL,12,1,3,2,4,1,1,0,0,0,0,0,Advanced Healthcare Materials
98,99,24.537,MATER TODAY,12,0,4,3,3,1,1,0,0,0,0,0,Advanced Healthcare Materials
99,100,4.814,MRS BULL,12,1,8,2,0,1,0,0,0,0,0,0,Advanced Healthcare Materials
0,1,,ALL Journals,5297,285,660,650,541,866,343,500,291,248,189,724,AGEING RESEARCH REVIEWS
1,2,,ALL OTHERS (936),936,59,93,88,68,150,70,99,73,36,50,150,AGEING RESEARCH REVIEWS
2,3,4.122,SCI REP-UK,120,6,18,13,5,27,8,6,3,11,5,18,AGEING RESEARCH REVIEWS
3,4,8.972999999999999,AGEING RES REV,101,13,14,13,7,7,10,8,7,3,5,14,AGEING RESEARCH REVIEWS
4,5,2.766,PLOS ONE,100,5,11,7,11,20,3,14,5,7,5,12,AGEING RESEARCH REVIEWS
5,6,3.4760000000000004,J ALZHEIMERS DIS,91,3,10,8,25,21,6,5,3,3,1,6,AGEING RESEARCH REVIEWS
6,7,,ONCOTARGET,65,4,12,10,8,11,1,3,0,7,4,5,AGEING RESEARCH REVIEWS
7,8,3.2239999999999998,EXP GERONTOL,58,3,6,7,4,8,0,7,7,4,1,11,AGEING RESEARCH REVIEWS
8,9,3.582,FRONT AGING NEUROSCI,55,1,13,10,13,6,1,1,2,2,0,6,AGEING RESEARCH REVIEWS
9,10,4.902,J GERONTOL A-BIOL,55,2,3,8,5,8,7,11,0,5,1,5,AGEING RESEARCH REVIEWS
10,11,3.748,MECH AGEING DEV,53,1,9,5,4,11,3,5,4,1,3,7,AGEING RESEARCH REVIEWS
11,12,2.505,CLIN INTERV AGING,52,6,12,4,0,8,5,9,3,0,2,3,AGEING RESEARCH REVIEWS
12,13,3.687,INT J MOL SCI,48,4,6,6,8,11,3,2,1,0,2,5,AGEING RESEARCH REVIEWS
13,14,2.866,BMC GERIATR,45,2,4,5,3,14,1,13,2,0,0,1,AGEING RESEARCH REVIEWS
14,15,7.627000000000001,AGING CELL,41,5,2,5,7,4,2,4,1,3,0,8,AGEING RESEARCH REVIEWS
15,16,3.702,BIOGERONTOLOGY,41,2,3,4,4,6,3,2,3,3,6,5,AGEING RESEARCH REVIEWS
16,17,5.325,J AM MED DIR ASSOC,40,2,6,5,7,8,1,6,2,2,0,1,AGEING RESEARCH REVIEWS
17,18,4.196000000000001,NUTRIENTS,40,7,4,6,1,4,2,5,3,4,2,2,AGEING RESEARCH REVIEWS
18,19,5.178999999999999,AGING-US,36,3,3,3,1,9,3,2,2,4,0,6,AGEING RESEARCH REVIEWS
19,20,4.936,OXID MED CELL LONGEV,36,3,4,6,2,7,5,1,1,1,3,3,AGEING RESEARCH REVIEWS
20,21,2.656,GERIATR GERONTOL INT,30,0,4,8,2,3,3,6,3,1,0,0,AGEING RESEARCH REVIEWS
21,22,5.511,FRONT IMMUNOL,28,6,3,5,1,2,0,10,1,0,0,0,AGEING RESEARCH REVIEWS
22,23,4.155,J AM GERIATR SOC,28,1,7,5,2,4,1,5,0,1,0,2,AGEING RESEARCH REVIEWS
23,24,5.0760000000000005,MOL NEUROBIOL,28,0,3,3,8,2,0,2,3,1,0,6,AGEING RESEARCH REVIEWS
24,25,4.454,NEUROBIOL AGING,27,1,8,6,2,6,1,0,1,0,0,2,AGEING RESEARCH REVIEWS
25,26,,RSC DRUG DISCOV,26,0,0,7,2,4,3,2,2,1,1,4,AGEING RESEARCH REVIEWS
26,27,2.559,BIOCHEM BIOPH RES CO,24,2,6,2,2,2,1,1,2,0,2,4,AGEING RESEARCH REVIEWS
27,28,3.3939999999999997,FRONT PHYSIOL,24,3,2,3,0,1,3,2,2,1,4,3,AGEING RESEARCH REVIEWS
28,29,5.058,AGING DIS,23,0,2,3,2,2,0,5,1,3,0,5,AGEING RESEARCH REVIEWS
29,30,7.126,REDOX BIOL,23,0,4,4,0,4,0,2,1,3,2,3,AGEING RESEARCH REVIEWS
30,31,2.241,ARCH GERONTOL GERIAT,21,0,1,1,2,5,2,5,4,0,0,1,AGEING RESEARCH REVIEWS
31,32,2.4130000000000003,BMJ OPEN,21,0,0,1,0,6,2,9,2,0,0,1,AGEING RESEARCH REVIEWS
32,33,6.02,FREE RADICAL BIO MED,21,0,4,6,2,1,2,2,1,1,1,1,AGEING RESEARCH REVIEWS
33,34,2.8680000000000003,J NUTR HEALTH AGING,21,0,0,3,4,8,1,2,1,0,0,2,AGEING RESEARCH REVIEWS
34,35,3.2889999999999997,CURR ALZHEIMER RES,20,0,2,2,2,2,2,4,2,3,0,1,AGEING RESEARCH REVIEWS
35,36,2.6630000000000003,AGING MENT HEALTH,19,0,0,2,6,4,0,3,2,0,0,2,AGEING RESEARCH REVIEWS
36,37,8.037,NEUROSCI BIOBEHAV R,19,0,3,3,1,2,2,1,0,0,2,5,AGEING RESEARCH REVIEWS
37,38,14.163,PROG NEUROBIOL,19,0,1,3,5,3,1,2,0,2,0,2,AGEING RESEARCH REVIEWS
38,39,2.121,AGING CLIN EXP RES,18,0,0,8,0,3,0,3,2,1,0,1,AGEING RESEARCH REVIEWS
39,40,4.54,J PHYSIOL-LONDON,18,2,3,2,1,2,0,2,0,3,2,1,AGEING RESEARCH REVIEWS
40,41,4.011,J BIOL CHEM,17,2,3,3,5,0,1,1,0,0,0,2,AGEING RESEARCH REVIEWS
41,42,3.315,MATURITAS,17,0,4,3,2,4,1,2,0,1,0,0,AGEING RESEARCH REVIEWS
42,43,3.173,BEHAV BRAIN RES,16,0,3,1,3,1,0,1,1,1,1,4,AGEING RESEARCH REVIEWS
43,44,12.353,NAT COMMUN,16,3,1,1,2,0,5,1,0,0,1,2,AGEING RESEARCH REVIEWS
44,45,5.595,FASEB J,15,1,6,1,2,1,2,1,0,1,0,0,AGEING RESEARCH REVIEWS
45,46,3.0980000000000003,MOLECULES,15,0,3,3,0,2,3,2,1,0,0,1,AGEING RESEARCH REVIEWS
46,47,2.583,BIOMED RES INT,14,4,2,2,0,4,0,1,1,0,0,0,AGEING RESEARCH REVIEWS
47,48,2.7569999999999997,CURR PHARM DESIGN,14,0,1,6,1,0,1,1,0,0,1,3,AGEING RESEARCH REVIEWS
48,49,,FRONT PSYCHOL,14,1,7,1,0,1,1,1,0,0,1,1,AGEING RESEARCH REVIEWS
49,50,9.504,P NATL ACAD SCI USA,14,2,4,1,0,1,0,2,0,0,1,3,AGEING RESEARCH REVIEWS
50,51,,FRONT MED,13,3,2,1,0,5,0,1,0,0,0,1,AGEING RESEARCH REVIEWS
51,52,3.9019999999999997,FRONT MOL NEUROSCI,13,0,1,2,4,1,1,1,2,0,1,0,AGEING RESEARCH REVIEWS
52,53,3.877,FRONT NEUROSCI-SWITZ,13,1,4,0,1,2,0,1,0,2,1,1,AGEING RESEARCH REVIEWS
53,54,4.8469999999999995,P ROY SOC B-BIOL SCI,13,0,0,4,0,7,0,0,0,0,0,2,AGEING RESEARCH REVIEWS
54,55,3.22,REJUV RES,13,1,3,4,0,2,1,0,0,0,0,2,AGEING RESEARCH REVIEWS
55,56,6.53,ANTIOXID REDOX SIGN,12,1,0,1,0,2,2,0,2,1,1,2,AGEING RESEARCH REVIEWS
56,57,1.41,EXP THER MED,12,1,0,1,1,1,1,1,0,2,2,2,AGEING RESEARCH REVIEWS
57,58,,GEROSCIENCE,12,1,2,0,2,0,0,0,2,1,1,3,AGEING RESEARCH REVIEWS
58,59,1.922,MOL MED REP,12,0,1,2,0,2,0,0,1,0,1,5,AGEING RESEARCH REVIEWS
59,60,3.457,BIOMED PHARMACOTHER,11,0,2,0,2,4,1,0,0,0,0,2,AGEING RESEARCH REVIEWS
60,61,4.816,EUR J MED CHEM,11,1,2,0,4,1,2,1,0,0,0,0,AGEING RESEARCH REVIEWS
61,62,4.4830000000000005,EXP NEUROL,11,0,3,1,1,0,1,0,0,1,1,3,AGEING RESEARCH REVIEWS
62,63,4.3,FRONT CELL NEUROSCI,11,0,1,1,2,2,0,0,0,1,0,4,AGEING RESEARCH REVIEWS
63,64,3.8310000000000004,FRONT PHARMACOL,11,0,2,0,5,2,1,0,0,0,0,1,AGEING RESEARCH REVIEWS
64,65,2.261,INT PSYCHOGERIATR,11,0,1,1,5,1,2,0,1,0,0,0,AGEING RESEARCH REVIEWS
65,66,0.845,NUTR HOSP,11,2,0,0,0,4,2,1,2,0,0,0,AGEING RESEARCH REVIEWS
66,67,4.185,PROG NEURO-PSYCHOPH,11,0,1,1,1,2,0,2,0,0,0,4,AGEING RESEARCH REVIEWS
67,68,10.769,TRENDS ENDOCRIN MET,11,0,2,4,0,3,1,1,0,0,0,0,AGEING RESEARCH REVIEWS
68,69,2.42,BMC PUBLIC HEALTH,10,0,2,1,0,1,0,6,0,0,0,0,AGEING RESEARCH REVIEWS
69,70,6.721,CELL MOL LIFE SCI,10,1,1,0,2,3,0,1,0,0,0,2,AGEING RESEARCH REVIEWS
70,71,5.5,CELL PHYSIOL BIOCHEM,10,2,1,2,1,1,0,0,1,0,0,2,AGEING RESEARCH REVIEWS
71,72,2.084,CNS NEUROL DISORD-DR,10,1,4,2,1,0,0,0,1,0,0,1,AGEING RESEARCH REVIEWS
72,73,3.532,GERONTOLOGY,10,0,2,2,2,2,1,0,1,0,0,0,AGEING RESEARCH REVIEWS
73,74,4.927,HUM BRAIN MAPP,10,0,2,1,3,3,0,0,0,0,0,1,AGEING RESEARCH REVIEWS
74,75,2.94,INT J GERIATR PSYCH,10,0,1,2,0,4,1,1,1,0,0,0,AGEING RESEARCH REVIEWS
75,76,2.0380000000000003,J AGING PHYS ACTIV,10,0,1,0,2,3,2,2,0,0,0,0,AGEING RESEARCH REVIEWS
76,77,4.095,J STEROID BIOCHEM,10,0,1,0,7,0,0,0,1,0,0,1,AGEING RESEARCH REVIEWS
77,78,3.563,MOL CELL ENDOCRINOL,10,0,0,1,2,2,2,0,0,2,0,1,AGEING RESEARCH REVIEWS
78,79,4.963,STEM CELL RES THER,10,0,1,0,0,0,1,3,2,0,0,3,AGEING RESEARCH REVIEWS
79,80,12.764000000000001,ALZHEIMERS DEMENT,9,0,2,3,1,1,1,0,0,0,0,1,AGEING RESEARCH REVIEWS
80,81,3.73,BMC GENOMICS,9,0,0,0,1,3,0,0,1,0,0,4,AGEING RESEARCH REVIEWS
81,82,2.766,CHEM PHYS LIPIDS,9,0,0,2,7,0,0,0,0,0,0,0,AGEING RESEARCH REVIEWS
82,83,2.378,CLIN GERIATR MED,9,0,0,2,0,3,0,2,2,0,0,0,AGEING RESEARCH REVIEWS
83,84,4.534,CURR OPIN CLIN NUTR,9,0,1,6,0,0,1,0,1,0,0,0,AGEING RESEARCH REVIEWS
84,85,4.151,FRONT GENET,9,1,1,0,1,2,0,1,1,0,0,2,AGEING RESEARCH REVIEWS
85,86,3.165,J PHOTOCH PHOTOBIO B,9,0,1,1,2,0,0,0,0,0,0,5,AGEING RESEARCH REVIEWS
86,87,6.426,MOL NEURODEGENER,9,1,4,0,1,1,1,0,0,0,0,1,AGEING RESEARCH REVIEWS
87,88,5.151,MOL NUTR FOOD RES,9,0,0,3,3,0,1,0,2,0,0,0,AGEING RESEARCH REVIEWS
88,89,3.161,NEURAL PLAST,9,0,1,1,1,1,0,0,0,0,3,2,AGEING RESEARCH REVIEWS
89,90,4.249,NEUROPHARMACOLOGY,9,0,0,1,2,2,0,1,0,0,0,3,AGEING RESEARCH REVIEWS
90,91,2.517,PHYSIOL BEHAV,9,0,1,1,0,3,0,0,0,0,1,3,AGEING RESEARCH REVIEWS
91,92,4.013,AGE AGEING,8,0,0,1,2,0,0,2,2,1,0,0,AGEING RESEARCH REVIEWS
92,93,3.48,AM J GERIAT PSYCHIAT,8,0,3,2,0,2,1,0,0,0,0,0,AGEING RESEARCH REVIEWS
93,94,3.198,BEST PRACT RES CL RH,8,1,1,0,0,0,1,3,0,1,0,1,AGEING RESEARCH REVIEWS
94,95,4.235,BIOCHEM PHARMACOL,8,1,2,2,0,1,0,0,0,0,1,1,AGEING RESEARCH REVIEWS
95,96,9.088,BMC MED,8,0,2,1,0,2,2,0,1,0,0,0,AGEING RESEARCH REVIEWS
96,97,5.638,CELL DEATH DIS,8,0,1,2,1,1,0,0,0,2,0,1,AGEING RESEARCH REVIEWS
97,98,8.032,CELL REP,8,0,3,0,1,2,1,0,1,0,0,0,AGEING RESEARCH REVIEWS
98,99,3.3739999999999997,CURR TOP MED CHEM,8,0,0,0,3,2,0,1,0,0,0,2,AGEING RESEARCH REVIEWS
99,100,7.6160000000000005,ELIFE,8,1,1,2,0,0,0,0,1,0,2,1,AGEING RESEARCH REVIEWS
0,1,,ALL Journals,8067,208,783,933,832,782,799,557,647,458,523,1545,AGING CELL
1,2,,ALL OTHERS (661),661,7,45,82,59,79,63,45,55,42,42,142,AGING CELL
2,3,4.122,SCI REP-UK,269,4,33,29,28,27,30,19,20,10,23,46,AGING CELL
3,4,7.627000000000001,AGING CELL,259,10,31,31,35,20,19,22,17,19,16,39,AGING CELL
4,5,8.972999999999999,AGEING RES REV,202,1,19,19,25,22,12,19,22,14,13,36,AGING CELL
5,6,2.766,PLOS ONE,171,3,13,19,20,15,16,14,18,5,14,34,AGING CELL
6,7,5.178999999999999,AGING-US,151,21,21,21,16,9,14,6,15,4,5,19,AGING CELL
7,8,4.902,J GERONTOL A-BIOL,151,0,17,15,18,15,17,11,15,11,10,22,AGING CELL
8,9,,ONCOTARGET,140,4,14,15,21,18,12,6,18,5,6,21,AGING CELL
9,10,3.687,INT J MOL SCI,139,8,16,11,17,10,13,14,5,4,15,26,AGING CELL
10,11,3.748,MECH AGEING DEV,133,1,11,23,11,16,12,11,11,7,4,26,AGING CELL
11,12,12.353,NAT COMMUN,118,4,20,11,8,9,10,10,9,10,5,22,AGING CELL
12,13,3.702,BIOGERONTOLOGY,111,2,15,12,12,7,11,5,6,6,7,28,AGING CELL
13,14,4.936,OXID MED CELL LONGEV,96,5,12,8,9,12,8,5,6,9,10,12,AGING CELL
14,15,3.2239999999999998,EXP GERONTOL,92,0,7,6,10,9,13,8,8,5,7,19,AGING CELL
15,16,,RSC DRUG DISCOV,71,0,3,8,13,8,7,1,6,2,6,17,AGING CELL
16,17,,GEROSCIENCE,70,3,10,14,13,7,10,2,4,2,0,5,AGING CELL
17,18,3.563,MOL CELL ENDOCRINOL,70,0,11,6,9,3,5,3,11,7,6,9,AGING CELL
18,19,8.032,CELL REP,64,1,3,3,7,7,6,5,4,5,7,16,AGING CELL
19,20,5.511,FRONT IMMUNOL,61,4,6,14,2,9,8,0,8,5,1,4,AGING CELL
20,21,6.138,SEMIN CELL DEV BIOL,55,3,3,6,6,5,8,3,1,1,3,16,AGING CELL
21,22,6.02,FREE RADICAL BIO MED,48,2,3,10,2,3,11,4,6,2,2,3,AGING CELL
22,23,5.54,PLOS GENET,46,0,3,0,3,6,4,3,4,9,5,9,AGING CELL
23,24,3.4760000000000004,J ALZHEIMERS DIS,45,0,8,9,4,5,8,1,1,1,2,6,AGING CELL
24,25,4.54,J PHYSIOL-LONDON,43,0,2,5,4,1,7,3,3,1,3,14,AGING CELL
25,26,2.559,BIOCHEM BIOPH RES CO,42,3,5,1,4,2,5,4,3,1,2,12,AGING CELL
26,27,20.565,CELL METAB,42,2,2,6,7,1,6,4,2,5,3,4,AGING CELL
27,28,4.075,GENETICS,41,3,1,3,4,6,2,1,3,3,10,5,AGING CELL
28,29,6.183,EBIOMEDICINE,38,3,5,5,4,4,7,2,1,2,1,4,AGING CELL
29,30,3.542,CLIN EXP IMMUNOL,37,0,2,11,4,3,3,2,3,3,1,5,AGING CELL
30,31,3.582,FRONT AGING NEUROSCI,37,1,4,3,6,1,5,4,1,1,0,11,AGING CELL
31,32,7.126,REDOX BIOL,35,0,4,6,2,4,2,1,2,5,2,7,AGING CELL
32,33,7.6160000000000005,ELIFE,34,0,3,4,1,2,1,1,5,4,2,11,AGING CELL
33,34,3.3939999999999997,FRONT PHYSIOL,32,0,5,4,5,2,4,1,5,2,1,3,AGING CELL
34,35,6.53,ANTIOXID REDOX SIGN,31,0,1,2,3,5,5,5,5,2,1,2,AGING CELL
35,36,4.151,FRONT GENET,31,5,4,3,2,3,2,0,3,1,1,7,AGING CELL
36,37,3.9019999999999997,FRONT MOL NEUROSCI,31,4,4,1,1,7,6,2,1,0,0,5,AGING CELL
37,38,4.011,J BIOL CHEM,31,0,2,7,6,4,2,2,3,0,1,4,AGING CELL
38,39,5.058,AGING DIS,30,0,3,2,6,2,5,2,5,0,2,3,AGING CELL
39,40,12.511,J CACHEXIA SARCOPENI,30,0,2,2,4,4,2,3,4,3,4,2,AGING CELL
40,41,10.769,TRENDS ENDOCRIN MET,30,1,2,2,6,3,4,1,3,3,2,3,AGING CELL
41,42,3.73,BMC GENOMICS,27,1,2,2,3,2,1,0,2,3,2,9,AGING CELL
42,43,9.504,P NATL ACAD SCI USA,27,0,5,1,3,2,5,3,3,1,0,4,AGING CELL
43,44,,NPJ AGING MECH DIS,26,0,5,1,5,1,2,3,2,2,3,2,AGING CELL
44,45,3.173,BEHAV BRAIN RES,25,0,0,0,2,2,2,2,3,1,0,13,AGING CELL
45,46,5.595,FASEB J,25,1,3,0,2,2,5,6,5,0,0,1,AGING CELL
46,47,5.0760000000000005,MOL NEUROBIOL,25,0,0,4,6,1,3,2,2,1,3,3,AGING CELL
47,48,4.454,NEUROBIOL AGING,25,0,2,6,2,1,1,3,0,2,1,7,AGING CELL
48,49,5.638,CELL DEATH DIS,24,0,3,4,3,2,0,3,4,2,2,1,AGING CELL
49,50,6.721,CELL MOL LIFE SCI,24,2,5,4,1,0,1,2,2,2,1,4,AGING CELL
50,51,3.8310000000000004,FRONT PHARMACOL,24,1,3,2,2,6,2,0,2,1,0,5,AGING CELL
51,52,3.532,GERONTOLOGY,23,0,5,3,2,2,1,0,3,1,2,4,AGING CELL
52,53,31.398000000000003,CELL,22,0,5,1,2,2,1,0,3,2,1,5,AGING CELL
53,54,1.1840000000000002,JOVE-J VIS EXP,22,0,4,2,2,1,4,1,3,1,0,4,AGING CELL
54,55,1.922,MOL MED REP,22,1,0,1,3,4,1,5,1,0,1,5,AGING CELL
55,56,14.163,PROG NEUROBIOL,22,0,0,3,4,5,2,1,1,0,1,5,AGING CELL
56,57,13.251,J CLIN INVEST,21,1,3,6,1,1,4,1,0,0,0,4,AGING CELL
57,58,,NAT PRODUCT BIOPROSP,21,0,2,3,3,2,1,2,1,1,3,3,AGING CELL
58,59,4.8469999999999995,P ROY SOC B-BIOL SCI,21,0,3,4,1,4,1,1,1,1,2,3,AGING CELL
59,60,4.235,BIOCHEM PHARMACOL,20,0,3,4,0,1,1,0,2,0,0,9,AGING CELL
60,61,8.037,NEUROSCI BIOBEHAV R,20,0,1,3,3,1,4,1,1,1,0,5,AGING CELL
61,62,3.22,REJUV RES,20,3,3,1,1,3,3,2,1,0,0,3,AGING CELL
62,63,3.569,AM J PHYSIOL-HEART C,19,1,1,6,3,1,1,2,1,0,0,3,AGING CELL
63,64,4.277,ANN NY ACAD SCI,19,0,3,1,5,0,0,3,0,2,2,3,AGING CELL
64,65,3.1910000000000003,GENES-BASEL,19,1,2,3,2,3,1,2,0,1,2,2,AGING CELL
65,66,13.214,GENOME BIOL,19,0,2,6,4,1,4,2,0,0,0,0,AGING CELL
66,67,3.622,INT REV CEL MOL BIO,19,0,2,3,4,2,1,1,1,1,1,3,AGING CELL
67,68,4.224,J LEUKOCYTE BIOL,19,0,1,4,1,1,5,1,3,1,0,2,AGING CELL
68,69,,METHOD MOL BIOL,18,0,0,2,1,4,0,0,0,0,3,8,AGING CELL
69,70,4.196000000000001,NUTRIENTS,18,2,0,2,1,3,2,0,4,0,2,2,AGING CELL
70,71,6.854,ONCOGENE,18,0,2,3,2,0,2,0,1,2,1,5,AGING CELL
71,72,5.587000000000001,STEM CELLS,18,0,1,2,1,2,0,3,2,1,2,4,AGING CELL
72,73,5.1080000000000005,BBA-MOL BASIS DIS,17,0,0,1,2,1,3,2,1,0,5,2,AGING CELL
73,74,2.34,ECOL EVOL,17,1,0,2,0,0,1,3,0,3,4,3,AGING CELL
74,75,4.609,J NEUROCHEM,17,0,2,2,3,3,2,2,0,2,0,1,AGING CELL
75,76,14.100999999999999,NAT REV NEPHROL,17,0,3,2,2,2,1,0,1,2,2,2,AGING CELL
76,77,41.577,NATURE,17,1,5,3,0,1,2,1,2,0,1,1,AGING CELL
77,78,10.557,EMBO J,16,0,3,2,1,2,3,1,0,0,1,3,AGING CELL
78,79,3.818,EVOLUTION,16,0,0,1,1,0,1,0,2,3,3,5,AGING CELL
