,Year,Total Cites,Journal Impact Factor,Impact Factor without Journal Self Cites,5-Year Impact Factor,Immediacy Index,Citable Items,Cited Half-Life,Citing Half-life,Eigenfactor Score,Article Influence Score,% Articles in Citable Items,Normalized Eigenfactor,avgJifPercentile,Journal
9,2008,"5,274",12.818,11.318,19.355,2.667,12,9.5,7.7,0.01173,8.533,16.67,Not Available,97.776,BEHAVIORAL AND BRAIN SCIENCES
10,2007,"4,721",17.462,16.846,16.391,3.500,2,9.0,9.3,0.01089,7.317,0.00,Not Available,98.124,BEHAVIORAL AND BRAIN SCIENCES
11,2006,"4,425",14.964,13.964,Not Available,1.100,10,8.2,8.9,Not Available,Not Available,30.00,Not Available,98.075,BEHAVIORAL AND BRAIN SCIENCES
12,2005,"4,029",9.885,8.73,Not Available,1.857,14,8.7,8.5,Not Available,Not Available,14.29,Not Available,97.242,BEHAVIORAL AND BRAIN SCIENCES
13,2004,"3,926",7.125,6.416,Not Available,0.833,6,8.6,8.8,Not Available,Not Available,16.67,Not Available,95.634,BEHAVIORAL AND BRAIN SCIENCES
14,2003,"3,575",10.625,9.906,Not Available,Not Available,Not Available,9.2,9.7,Not Available,Not Available,Not Available,Not Available,97.447,BEHAVIORAL AND BRAIN SCIENCES
15,2002,"3,451",8.73,8.486,Not Available,Not Available,Not Available,9.1,>10.0,Not Available,Not Available,Not Available,Not Available,97.023,BEHAVIORAL AND BRAIN SCIENCES
16,2001,"3,478",17.312,16.593,Not Available,3.000,8,9.1,9.3,Not Available,Not Available,12.50,Not Available,98.209,BEHAVIORAL AND BRAIN SCIENCES
17,2000,"3,008",14.25,13.321,Not Available,2.200,10,8.9,8.4,Not Available,Not Available,10.00,Not Available,97.887,BEHAVIORAL AND BRAIN SCIENCES
18,1999,"3,063",11.276,9.965,Not Available,3.200,15,9.4,7.7,Not Available,Not Available,20.00,Not Available,97.87,BEHAVIORAL AND BRAIN SCIENCES
19,1998,"2,934",8.8,7.166,Not Available,1.077,13,9.2,8.0,Not Available,Not Available,30.77,Not Available,97.623,BEHAVIORAL AND BRAIN SCIENCES
20,1997,"2,642",8.118,6.763999999999999,Not Available,0.667,6,8.7,9.5,Not Available,Not Available,33.33,Not Available,97.075,BEHAVIORAL AND BRAIN SCIENCES
0,2017,"2,758",6.837999999999999,6.218,6.896,0.895,114,3.6,6.3,0.006,1.399,95.61,0.66900,96.125,Biofabrication
1,2016,"1,922",5.24,4.829,5.82,1.5659999999999998,76,3.5,6.2,0.00471,1.3419999999999999,96.05,0.54075,91.775,Biofabrication
2,2015,"1,216",4.702,4.2330000000000005,5.032,0.789,57,2.9,6.0,0.00381,1.165,98.25,0.43392,89.563,Biofabrication
3,2014,839,4.289,3.963,4.752,0.6809999999999999,72,3.1,6.6,0.00314,1.198,98.61,0.35144,85.875,Biofabrication
4,2013,530,4.302,3.904,4.319,0.8079999999999999,52,2.7,6.2,0.002,1.064,98.08,0.22082,87.788,Biofabrication
5,2012,301,3.705,3.4589999999999996,3.5239999999999996,0.387,31,2.3,6.0,0.00143,0.997,93.55,Not Available,85.068,Biofabrication
6,2011,189,3.48,3.14,3.48,0.43799999999999994,32,1.7,5.2,0.0007599999999999999,0.8240000000000001,93.75,Not Available,87.792,Biofabrication
7,2010,61,1.857,1.238,1.857,0.759,29,Not Available,5.3,0.00011999999999999999,0.29600000000000004,89.66,Not Available,48.643,Biofabrication
0,2017,"42,495",11.984000000000002,11.597000000000001,10.885,4.218,179,9.1,6.8,0.057,3.823,81.56,6.64300,96.435,BIOLOGICAL PSYCHIATRY
1,2016,"41,859",11.412,11.137,10.577,3.8160000000000003,190,8.6,6.9,0.06732,3.940,77.37,7.72286,96.229,BIOLOGICAL PSYCHIATRY
2,2015,"42,289",11.212,10.864,10.799,3.653,190,8.1,6.9,0.07406,3.724,78.42,8.44084,96.365,BIOLOGICAL PSYCHIATRY
3,2014,"40,812",10.255,9.972999999999999,10.359,2.667,210,7.7,7.0,0.07948,3.553,84.29,8.90191,96.151,BIOLOGICAL PSYCHIATRY
4,2013,"40,687",9.472000000000001,9.017999999999999,10.347,2.883,239,7.4,6.7,0.08145,3.332,88.7,8.97690,95.667,BIOLOGICAL PSYCHIATRY
5,2012,"37,840",9.247,8.834,9.773,2.131,251,7.0,6.5,0.09517,3.471,93.63,Not Available,96.224,BIOLOGICAL PSYCHIATRY
6,2011,"34,481",8.283,7.851,9.247,1.8359999999999999,298,6.6,6.4,0.09387,3.191,94.3,Not Available,95.093,BIOLOGICAL PSYCHIATRY
7,2010,"32,972",8.674,8.279,9.441,1.565,317,6.3,6.6,0.10461,3.325,96.53,Not Available,95.599,BIOLOGICAL PSYCHIATRY
8,2009,"31,909",8.926,8.511000000000001,9.489,1.5919999999999999,304,6.0,6.5,0.10849,3.222,95.72,Not Available,95.799,BIOLOGICAL PSYCHIATRY
9,2008,"29,333",8.672,8.304,9.015,1.943,297,5.8,6.5,0.11389,3.186,95.96,Not Available,95.439,BIOLOGICAL PSYCHIATRY
10,2007,"25,479",8.456,7.965,8.668,1.5230000000000001,354,5.7,6.7,0.10344,3.000,95.76,Not Available,95.176,BIOLOGICAL PSYCHIATRY
11,2006,"21,735",7.154,6.667000000000001,Not Available,1.4340000000000002,332,5.8,6.5,Not Available,Not Available,86.14,Not Available,94.263,BIOLOGICAL PSYCHIATRY
12,2005,"19,788",6.779,6.224,Not Available,1.173,335,5.8,6.4,Not Available,Not Available,94.03,Not Available,94.263,BIOLOGICAL PSYCHIATRY
13,2004,"17,553",6.159,5.705,Not Available,0.9,300,5.5,6.2,Not Available,Not Available,97.0,Not Available,94.141,BIOLOGICAL PSYCHIATRY
14,2003,"15,855",6.039,5.507000000000001,Not Available,0.7290000000000001,292,5.2,6.3,Not Available,Not Available,97.26,Not Available,94.397,BIOLOGICAL PSYCHIATRY
15,2002,"13,595",5.915,5.409,Not Available,0.9640000000000001,224,4.9,6.5,Not Available,Not Available,91.96,Not Available,94.138,BIOLOGICAL PSYCHIATRY
16,2001,"13,079",5.505,4.99,Not Available,0.638,243,5.0,6.4,Not Available,Not Available,95.06,Not Available,92.158,BIOLOGICAL PSYCHIATRY
17,2000,"11,254",4.269,3.748,Not Available,1.136,250,5.3,6.2,Not Available,Not Available,94.0,Not Available,87.797,BIOLOGICAL PSYCHIATRY
18,1999,"9,830",3.319,2.891,Not Available,0.598,388,6.3,7.2,Not Available,Not Available,93.56,Not Available,83.363,BIOLOGICAL PSYCHIATRY
19,1998,"8,197",2.405,2.1959999999999997,Not Available,0.31,294,6.2,7.5,Not Available,Not Available,96.26,Not Available,73.073,BIOLOGICAL PSYCHIATRY
20,1997,"8,085",2.254,2.068,Not Available,0.429,324,6.2,7.8,Not Available,Not Available,96.91,Not Available,70.092,BIOLOGICAL PSYCHIATRY
0,2017,"108,908",8.806000000000001,8.405,9.315,2.3930000000000002,545,7.5,6.3,0.115,1.960,94.13,13.38300,98.922,BIOMATERIALS
1,2016,"100,214",8.402000000000001,7.955,8.946,1.9409999999999998,649,6.9,6.2,0.12843,1.941,93.22,14.73748,98.268,BIOMATERIALS
2,2015,"95,025",8.387,7.84,8.978,1.683,757,6.4,6.1,0.14853,2.022,99.08,16.92931,98.256,BIOMATERIALS
3,2014,"93,432",8.557,7.747999999999999,9.305,1.7109999999999999,948,6.3,6.1,0.14867,2.005,98.31,16.65126,98.256,BIOMATERIALS
4,2013,"81,229",8.312000000000001,7.44,8.911,1.425,991,6.3,5.8,0.13712,1.965,98.49,15.11292,98.232,BIOMATERIALS
5,2012,"69,792",7.604,6.785,8.496,1.597,898,6.1,5.8,0.14125,2.101,97.1,Not Available,98.125,BIOMATERIALS
6,2011,"60,902",7.404,6.468999999999999,8.415,1.514,"1,007",5.9,5.7,0.13065,2.031,98.81,Not Available,97.958,BIOMATERIALS
7,2010,"57,047",7.882999999999999,6.7860000000000005,9.076,1.207,"1,013",5.7,6.0,0.1346,2.102,98.91,Not Available,95.929,BIOMATERIALS
8,2009,"46,835",7.365,6.42,8.153,1.117,760,5.3,6.1,0.12969,1.961,97.76,Not Available,97.729,BIOMATERIALS
9,2008,"39,782",6.646,5.995,7.325,1.074,511,5.0,5.9,0.13141,1.848,98.83,Not Available,97.308,BIOMATERIALS
10,2007,"32,942",6.2620000000000005,5.615,6.378,1.1,558,4.7,6.1,0.1195,1.610,92.65,Not Available,96.733,BIOMATERIALS
11,2006,"25,875",5.196000000000001,4.466,Not Available,1.15,665,4.4,6.4,Not Available,Not Available,96.24,Not Available,96.429,BIOMATERIALS
12,2005,"20,558",4.698,3.815,Not Available,1.083,806,4.6,6.6,Not Available,Not Available,98.14,Not Available,96.504,BIOMATERIALS
13,2004,"15,361",3.799,3.2230000000000003,Not Available,0.741,637,4.8,7.3,Not Available,Not Available,97.17,Not Available,95.357,BIOMATERIALS
14,2003,"11,407",2.903,2.318,Not Available,0.457,543,5.1,7.1,Not Available,Not Available,98.34,Not Available,94.048,BIOMATERIALS
15,2002,"9,249",3.008,2.515,Not Available,0.426,542,5.4,7.6,Not Available,Not Available,99.82,Not Available,95.852,BIOMATERIALS
16,2001,"6,729",2.489,2.151,Not Available,0.284,377,5.6,7.7,Not Available,Not Available,98.41,Not Available,95.804,BIOMATERIALS
17,2000,"5,507",1.796,1.493,Not Available,0.23800000000000002,281,5.8,7.2,Not Available,Not Available,96.09,Not Available,85.793,BIOMATERIALS
18,1999,"4,726",1.486,1.2770000000000001,Not Available,0.146,261,5.7,7.1,Not Available,Not Available,98.08,Not Available,81.453,BIOMATERIALS
19,1998,"4,160",1.817,1.577,Not Available,0.14300000000000002,258,5.5,7.5,Not Available,Not Available,96.9,Not Available,93.838,BIOMATERIALS
20,1997,"3,099",1.284,1.083,Not Available,0.193,207,5.3,7.3,Not Available,Not Available,97.1,Not Available,74.526,BIOMATERIALS
0,2017,977,12.354000000000001,12.187000000000001,9.051,2.7,30,2.4,6.0,0.002,1.765,76.67,0.281,93.75,Bone Research
1,2016,592,9.326,9.116,7.861000000000001,0.778,27,2.4,7.4,0.0015300000000000001,1.48,66.67,0.17607,92.857,Bone Research
2,2015,191,3.549,3.549,3.549,0.381,21,1.9,8.2,0.00053,0.687,80.95,0.06039,45.238,Bone Research
3,2014,40,1.31,1.275,1.31,0.1,20,Not Available,7.3,0.00014,0.298,75.0,0.015380000000000001,7.143,Bone Research
0,2017,"12,583",6.306,5.837999999999999,6.514,2.05,262,5.2,7.2,0.027,1.935,93.51,3.13500,87.726,BRAIN BEHAVIOR AND IMMUNITY
1,2016,"10,719",5.9639999999999995,5.435,6.183,1.5219999999999998,232,5.1,7.3,0.0264,1.887,95.26,3.03220,85.999,BRAIN BEHAVIOR AND IMMUNITY
2,2015,"9,464",5.874,5.376,6.020,1.462,238,4.9,7.6,0.02397,1.791,94.12,2.73202,87.043,BRAIN BEHAVIOR AND IMMUNITY
3,2014,"8,218",5.888999999999999,5.265,5.895,1.278,205,4.7,7.1,0.02239,1.728,92.2,2.50782,87.956,BRAIN BEHAVIOR AND IMMUNITY
4,2013,"7,365",6.127999999999999,5.452000000000001,5.813,1.389,185,4.5,7.3,0.0212,1.657,90.81,2.33700,88.318,BRAIN BEHAVIOR AND IMMUNITY
5,2012,"6,137",5.612,5.172000000000001,5.698,1.082,147,4.3,7.2,0.02194,1.719,92.52,Not Available,85.308,BRAIN BEHAVIOR AND IMMUNITY
6,2011,"4,819",4.72,4.0969999999999995,4.946,1.288,198,4.2,6.4,0.01558,1.421,90.4,Not Available,80.015,BRAIN BEHAVIOR AND IMMUNITY
7,2010,"3,761",3.9560000000000004,3.615,4.646,1.147,150,3.9,6.8,0.01418,1.445,90.67,Not Available,73.424,BRAIN BEHAVIOR AND IMMUNITY
8,2009,"3,403",5.061,4.417,4.691,1.037,136,4.1,6.9,0.01266,1.424,83.82,Not Available,83.875,BRAIN BEHAVIOR AND IMMUNITY
9,2008,"2,885",4.909,4.245,4.860,1.044,137,4.6,7.5,0.01076,1.363,89.05,Not Available,83.723,BRAIN BEHAVIOR AND IMMUNITY
10,2007,"2,290",4.659,3.8689999999999998,4.480,1.564,110,4.5,7.0,0.00859,1.207,87.27,Not Available,83.868,BRAIN BEHAVIOR AND IMMUNITY
11,2006,"1,747",3.7569999999999997,3.417,Not Available,0.877,65,4.5,7.2,Not Available,Not Available,83.08,Not Available,73.913,BRAIN BEHAVIOR AND IMMUNITY
12,2005,"1,576",3.52,3.2430000000000003,Not Available,0.9309999999999999,58,4.5,6.7,Not Available,Not Available,86.21,Not Available,72.799,BRAIN BEHAVIOR AND IMMUNITY
13,2004,"1,270",2.937,2.611,Not Available,0.684,57,5.7,7.1,Not Available,Not Available,85.96,Not Available,67.216,BRAIN BEHAVIOR AND IMMUNITY
14,2003,"1,079",2.79,2.419,Not Available,0.652,66,6.8,6.6,Not Available,Not Available,87.88,Not Available,66.002,BRAIN BEHAVIOR AND IMMUNITY
15,2002,949,2.949,2.615,Not Available,0.33299999999999996,60,7.0,7.4,Not Available,Not Available,93.33,Not Available,72.004,BRAIN BEHAVIOR AND IMMUNITY
16,2001,895,2.023,1.931,Not Available,0.5710000000000001,21,6.9,7.4,Not Available,Not Available,80.95,Not Available,54.692,BRAIN BEHAVIOR AND IMMUNITY
17,2000,817,2.184,2.061,Not Available,0.0,18,6.7,6.8,Not Available,Not Available,100.0,Not Available,59.575,BRAIN BEHAVIOR AND IMMUNITY
18,1999,760,1.6880000000000002,1.604,Not Available,0.192,26,6.3,7.4,Not Available,Not Available,100.0,Not Available,46.645,BRAIN BEHAVIOR AND IMMUNITY
19,1998,884,2.1109999999999998,1.8880000000000001,Not Available,0.055999999999999994,18,6.1,6.2,Not Available,Not Available,100.0,Not Available,64.932,BRAIN BEHAVIOR AND IMMUNITY
20,1997,708,1.75,1.716,Not Available,0.0,17,6.1,7.2,Not Available,Not Available,100.0,Not Available,49.115,BRAIN BEHAVIOR AND IMMUNITY
0,2017,"4,952",6.187,6.007999999999999,5.564,2.188,69,8.0,7.4,0.008,1.833,95.65,0.90500,91.631,BRAIN PATHOLOGY
1,2016,"4,580",6.624,6.452000000000001,5.298,1.459,74,7.6,8.1,0.00844,1.899,95.95,0.96886,93.694,BRAIN PATHOLOGY
2,2015,"4,403",5.256,5.105,4.485,1.026,77,7.5,7.8,0.00877,1.547,90.91,0.99989,90.425,BRAIN PATHOLOGY
3,2014,"3,976",4.643,4.534,3.969,1.0290000000000001,70,7.2,7.6,0.00814,1.325,90.0,0.91224,86.083,BRAIN PATHOLOGY
4,2013,"4,114",4.354,4.27,4.316,1.3730000000000002,75,6.5,6.4,0.0101,1.461,97.33,1.11322,82.76,BRAIN PATHOLOGY
5,2012,"3,972",4.739,4.545,5.047,1.0,81,5.9,7.1,0.01063,1.593,96.3,Not Available,86.629,BRAIN PATHOLOGY
6,2011,"3,852",3.995,3.81,4.767,1.3019999999999998,63,6.8,6.3,0.01074,1.645,92.06,Not Available,82.046,BRAIN PATHOLOGY
7,2010,"3,530",4.7410000000000005,4.556,4.986,1.062,113,6.6,6.8,0.00935,1.661,92.04,Not Available,87.327,BRAIN PATHOLOGY
8,2009,"3,260",5.903,5.846,5.225,0.963,82,6.7,6.8,0.00936,1.684,93.9,Not Available,92.726,BRAIN PATHOLOGY
9,2008,"3,075",5.5760000000000005,5.422999999999999,5.259,1.276,76,6.5,7.1,0.0101,1.788,94.74,Not Available,92.552,BRAIN PATHOLOGY
10,2007,"2,696",3.655,3.595,4.278,0.708,48,7.2,6.3,0.00894,1.463,83.33,Not Available,79.743,BRAIN PATHOLOGY
11,2006,"2,844",5.274,5.226,Not Available,1.297,37,6.5,6.8,Not Available,Not Available,94.59,Not Available,93.081,BRAIN PATHOLOGY
12,2005,"2,633",4.041,3.9339999999999997,Not Available,0.574,47,6.3,5.7,Not Available,Not Available,82.98,Not Available,86.481,BRAIN PATHOLOGY
13,2004,"2,549",3.958,3.866,Not Available,0.6779999999999999,59,5.8,5.8,Not Available,Not Available,84.75,Not Available,87.997,BRAIN PATHOLOGY
14,2003,"2,584",3.838,3.676,Not Available,0.594,64,5.2,5.2,Not Available,Not Available,90.63,Not Available,87.709,BRAIN PATHOLOGY
15,2002,"2,569",5.652,5.5,Not Available,0.768,56,4.6,5.2,Not Available,Not Available,85.71,Not Available,95.485,BRAIN PATHOLOGY
16,2001,"2,719",8.654,8.48,Not Available,1.02,49,3.9,5.9,Not Available,Not Available,85.71,Not Available,97.857,BRAIN PATHOLOGY
17,2000,"2,326",6.435,6.343,Not Available,1.0,43,4.1,4.9,Not Available,Not Available,95.35,Not Available,96.1,BRAIN PATHOLOGY
18,1999,"2,085",4.154,3.986,Not Available,1.115,61,3.9,4.8,Not Available,Not Available,67.21,Not Available,91.359,BRAIN PATHOLOGY
19,1998,"1,648",4.897,4.615,Not Available,1.0290000000000001,70,3.8,4.5,Not Available,Not Available,82.86,Not Available,94.09,BRAIN PATHOLOGY
20,1997,"1,376",5.662999999999999,5.462000000000001,Not Available,0.29100000000000004,79,3.7,5.1,Not Available,Not Available,81.01,Not Available,95.775,BRAIN PATHOLOGY
0,2017,"4,263",6.120,5.662,5.896,1.4,100,3.9,8.6,0.015,1.914,93.0,1.69400,90.482,Brain Stimulation
1,2016,"3,905",6.078,5.502,6.033,1.526,97,3.4,7.2,0.01299,1.836,92.78,1.49175,90.503,Brain Stimulation
2,2015,"2,918",4.793,4.223,5.274,1.359,128,3.2,7.2,0.00907,1.538,95.31,1.03367,85.675,Brain Stimulation
3,2014,"1,920",4.399,3.831,4.737,0.9490000000000001,117,2.9,7.4,0.00683,1.433,95.73,0.76457,83.34,Brain Stimulation
4,2013,"1,502",5.432,4.711,6.950,0.8220000000000001,129,3.0,8.2,0.00634,1.911,97.67,0.69842,88.962,Brain Stimulation
5,2012,786,4.538,3.630,6.183,0.46799999999999997,79,3.4,7.2,0.00396,1.890,94.94,Not Available,83.633,Brain Stimulation
6,2011,518,3.755,3.490,6.000,0.667,39,3.1,7.3,0.00312,2.099,94.87,Not Available,76.308,Brain Stimulation
7,2010,283,4.964,4.654,4.964,0.26899999999999996,26,2.3,6.5,0.0018800000000000002,1.760,96.15,Not Available,86.527,Brain Stimulation
8,2009,94,3.000,2.428,3.000,0.37,27,Not Available,6.3,0.00059,1.008,88.89,Not Available,63.592,Brain Stimulation
9,2008,23,Not Available,Not Available,Not Available,0.821,28,Not Available,5.1,0.0,Not Available,67.86,Not Available,1.593,Brain Stimulation
0,2017,"52,067",10.847999999999999,10.378,11.202,2.5610000000000004,230,9.7,7.0,0.075,4.254,96.09,8.77400,96.209,BRAIN
1,2016,"48,061",10.292,9.785,10.767,2.483,238,9.2,7.2,0.07742,4.066,96.64,8.89100,96.685,BRAIN
2,2015,"46,207",10.103,9.612,10.545,2.32,259,8.9,7.1,0.08378,4.110,95.37,9.54886,96.588,BRAIN
3,2014,"44,379",9.196,8.878,10.418,2.4219999999999997,244,8.5,7.6,0.08489,3.846,94.26,9.50755,95.889,BRAIN
4,2013,"44,457",10.226,9.841000000000001,10.846,2.125,272,8.2,7.5,0.08991,3.874,95.22,9.90992,96.558,BRAIN
5,2012,"41,189",9.915,9.481,10.870,2.261,280,7.8,7.0,0.09874,4.094,95.71,Not Available,96.949,BRAIN
6,2011,"38,614",9.457,8.998,10.545,1.885,269,7.8,6.8,0.09964,3.914,95.91,Not Available,96.472,BRAIN
7,2010,"35,378",9.232000000000001,8.828,10.143,1.53,283,7.6,7.3,0.09945,3.766,97.17,Not Available,96.918,BRAIN
8,2009,"34,282",9.49,9.068999999999999,9.978,1.43,286,7.7,7.0,0.10027,3.678,92.66,Not Available,97.495,BRAIN
9,2008,"31,310",9.603,9.152000000000001,9.808,1.5930000000000002,275,7.3,6.8,0.09864,3.527,92.0,Not Available,97.049,BRAIN
10,2007,"27,746",8.568,8.161,9.460,1.526,268,7.2,6.7,0.09959,3.600,92.54,Not Available,96.419,BRAIN
11,2006,"26,132",7.617000000000001,7.207000000000001,Not Available,1.605,276,7.2,6.6,Not Available,Not Available,92.39,Not Available,95.775,BRAIN
12,2005,"22,947",7.535,7.095,Not Available,1.266,256,7.0,6.9,Not Available,Not Available,91.02,Not Available,96.03,BRAIN
13,2004,"20,990",8.201,7.756,Not Available,1.2209999999999999,235,7.2,6.9,Not Available,Not Available,93.62,Not Available,97.57,BRAIN
14,2003,"20,465",7.9670000000000005,7.505,Not Available,1.445,227,7.1,6.6,Not Available,Not Available,94.71,Not Available,97.163,BRAIN
15,2002,"18,669",7.122000000000001,6.71,Not Available,1.296,196,7.4,6.6,Not Available,Not Available,94.39,Not Available,96.284,BRAIN
16,2001,"17,464",7.407,6.936,Not Available,1.05,202,7.3,6.6,Not Available,Not Available,92.57,Not Available,95.167,BRAIN
17,2000,"16,725",7.303,6.827999999999999,Not Available,0.889,199,8.1,7.1,Not Available,Not Available,91.96,Not Available,96.127,BRAIN
18,1999,"16,126",7.374,6.882999999999999,Not Available,1.011,179,8.2,6.5,Not Available,Not Available,93.3,Not Available,96.571,BRAIN
19,1998,"13,582",5.952000000000001,5.356,Not Available,0.865,171,8.2,6.6,Not Available,Not Available,92.4,Not Available,96.306,BRAIN
20,1997,"12,036",5.381,4.905,Not Available,0.515,163,8.8,6.4,Not Available,Not Available,89.57,Not Available,93.665,BRAIN
0,2017,"35,217",22.844,22.541,27.072,4.745,106,6.5,5.2,0.097,12.366,95.28,11.32000,97.358,CANCER CELL
1,2016,"32,653",27.407,26.765,27.660,4.263999999999999,121,6.1,5.0,0.10279,12.785,95.87,11.79442,98.272,CANCER CELL
2,2015,"29,149",23.214,22.879,26.343,4.982,110,5.9,5.0,0.10244,12.498,99.09,11.67588,98.243,CANCER CELL
3,2014,"27,283",23.523,22.941,27.252,4.707,116,5.7,4.9,0.1068,13.240,97.41,11.96176,98.22,CANCER CELL
4,2013,"24,929",23.893,23.333,27.238,4.981,108,5.5,5.2,0.11493,14.431,96.3,12.66767,98.192,CANCER CELL
5,2012,"22,200",24.755,24.053,27.059,4.465,114,5.4,5.1,0.1082,14.017,97.37,Not Available,98.166,CANCER CELL
6,2011,"19,726",26.566,25.845,28.174,5.045,111,5.0,5.0,0.11452,15.267,98.2,Not Available,98.672,CANCER CELL
7,2010,"17,941",26.925,26.331,28.438,5.774,93,4.7,4.8,0.10888,14.031,98.92,Not Available,98.622,CANCER CELL
8,2009,"15,367",25.288,24.846,26.636,7.317,82,4.4,4.7,0.10953,12.682,97.56,Not Available,98.494,CANCER CELL
9,2008,"12,985",24.962,24.583,23.332,5.359,78,3.9,4.7,0.11902,11.725,96.15,Not Available,98.252,CANCER CELL
10,2007,"10,890",23.858,23.253,21.968,5.5,78,3.5,4.4,0.11776,10.731,93.59,Not Available,98.106,CANCER CELL
11,2006,"9,093",24.077,23.767,Not Available,4.013,78,3.0,4.4,Not Available,Not Available,92.31,Not Available,98.031,CANCER CELL
12,2005,"6,767",18.725,18.247,Not Available,5.024,84,2.5,4.1,Not Available,Not Available,91.67,Not Available,97.967,CANCER CELL
13,2004,"4,304",18.122,17.558,Not Available,3.3510000000000004,97,2.1,4.0,Not Available,Not Available,79.38,Not Available,97.967,CANCER CELL
14,2003,"2,208",18.913,18.021,Not Available,2.86,121,1.4,3.6,Not Available,Not Available,89.26,Not Available,97.917,CANCER CELL
15,2002,291,Not Available,Not Available,Not Available,2.613,106,0.5,3.6,Not Available,Not Available,84.91,Not Available,1.316,CANCER CELL
0,2017,"14,475",5.638,5.481,6.187,0.94,580,3.6,6.8,0.046,1.631,97.59,5.37200,78.684,Cell Death & Disease
1,2016,"11,593",5.965,5.766,6.147,0.632,424,3.0,6.6,0.04241,1.685,94.58,4.86932,79.737,Cell Death & Disease
2,2015,"8,527",5.378,5.208,5.497,0.983,354,2.4,6.8,0.03569,1.588,94.63,4.06775,79.947,Cell Death & Disease
3,2014,"5,309",5.014,4.776,5.291,0.78,567,2.0,6.5,0.02342,1.606,96.12,2.62275,73.098,Cell Death & Disease
4,2013,"2,599",5.177,4.842,5.360,0.7170000000000001,501,2.1,6.3,0.01255,1.806,95.61,1.38276,73.784,Cell Death & Disease
5,2012,"1,481",6.044,4.853,6.044,0.565,191,2.0,6.0,0.00643,1.629,95.81,Not Available,81.351,Cell Death & Disease
6,2011,613,5.333,4.040,5.333,0.643,126,1.4,5.9,0.00263,1.449,91.27,Not Available,75.414,Cell Death & Disease
7,2010,45,Not Available,Not Available,Not Available,0.424,99,Not Available,5.8,0.0,Not Available,97.98,Not Available,1.404,Cell Death & Disease
0,2017,"18,865",8.0,7.8229999999999995,7.999,1.806,186,7.6,7.6,0.032,2.640,86.02,3.68200,88.148,CELL DEATH AND DIFFERENTIATION
1,2016,"17,711",8.339,8.135,8.251,1.875,176,7.1,7.5,0.034,2.733,88.64,3.90561,89.501,CELL DEATH AND DIFFERENTIATION
2,2015,"16,945",8.218,7.99,8.019,2.648,176,6.8,7.3,0.03561,2.728,85.23,4.05863,89.824,CELL DEATH AND DIFFERENTIATION
