Citing Journal Data: PLOS ONE,,,,,,,,,,,,,,
,Impact Factor,Cited Journal,All Yrs,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,Rest
336,5.172,J ECOL,456,4,18,24,27,27,25,19,30,19,20,243
337,2.668,J NEUROSCI METH,455,6,24,21,28,10,31,16,32,32,32,223
338,2.297,J AM STAT ASSOC,454,0,6,2,3,2,9,8,10,4,12,398
339,1.988,J MED VIROL,450,10,28,37,26,24,29,24,36,28,22,186
340,13.860,ANNU REV ENTOMOL,449,8,9,17,11,30,3,16,24,16,10,305
341,6.363,METHODS ECOL EVOL,448,9,51,57,86,96,79,22,47,1,0,0
342,16.710,SCI TRANSL MED,448,4,45,95,77,62,66,46,40,12,0,1
343,5.807,BIORESOURCE TECHNOL,447,4,25,39,36,64,47,44,51,33,25,79
344,1.735,FEMS MICROBIOL LETT,447,2,8,10,16,14,21,16,16,31,19,294
345,3.077,ARCH PHYS MED REHAB,446,3,11,29,25,19,25,19,22,18,34,241
346,18.712,ANNU REV PLANT BIOL,445,0,10,11,20,26,14,14,32,13,37,268
347,2.871,FRONT HUM NEUROSCI,444,8,33,65,110,122,44,20,30,9,2,1
348,3.099,ACTA CRYSTALLOGR D,443,1,3,10,16,18,13,56,133,5,7,181
349,3.923,J CELL PHYSIOL,442,15,19,33,22,23,35,25,36,32,18,184
350,4.288,IEEE T BIO-MED ENG,439,1,28,34,29,14,30,35,31,23,16,198
351,5.554,INT J RADIAT ONCOL,439,4,18,18,26,21,37,33,30,24,25,203
352,5.117,AM J MED,437,4,11,17,20,18,12,12,24,19,27,273
353,3.785,AM J RESP CELL MOL,437,4,19,21,31,37,40,44,22,19,19,181
354,7.230,PSYCHOL REV,437,0,4,6,4,7,4,8,16,7,12,369
355,3.454,AM J PHYSIOL-CELL PH,436,4,19,17,23,21,26,32,22,22,22,228
356,7.616,ELIFE,436,22,116,141,104,45,5,0,0,0,1,2
357,5.491,FUNCT ECOL,436,12,19,29,36,28,29,28,27,22,23,183
358,3.483,PREV MED,436,3,26,58,42,37,40,18,23,11,22,156
359,8.032,CELL REP,433,15,85,109,108,77,39,0,0,0,0,0
360,15.008,INTENS CARE MED,433,6,17,38,36,43,26,21,28,22,24,172
361,6.045,J CEREBR BLOOD F MET,433,3,31,29,22,21,32,29,29,19,17,201
362,2.733,J INSECT PHYSIOL,433,1,11,14,20,22,34,34,40,15,29,213
363,2.305,PEDIATR INFECT DIS J,430,6,19,44,46,31,38,35,31,31,17,132
364,5.135,SLEEP,430,1,17,36,30,16,24,19,27,36,26,198
365,5.072,CARCINOGENESIS,429,1,10,12,25,36,41,26,44,25,23,186
366,1.184,CAN J ZOOL,426,0,2,5,7,1,10,15,11,5,6,364
367,3.095,CORAL REEFS,425,7,35,22,16,29,28,24,36,24,19,185
368,1.936,J ECON ENTOMOL,425,3,17,35,28,9,22,12,20,19,15,245
369,7.439,J NUCL MED,425,7,22,43,31,35,28,23,23,33,22,158
370,6.457,REMOTE SENS ENVIRON,424,3,20,32,36,22,39,21,19,23,27,182
371,4.902,J GERONTOL A-BIOL,423,7,25,32,37,29,19,16,22,27,16,193
372,3.605,BREAST CANCER RES TR,421,2,33,35,35,57,66,27,35,24,11,96
373,5.835,CLIN J AM SOC NEPHRO,420,2,30,37,46,39,41,55,44,39,36,51
374,4.042,OBESITY,420,2,25,49,37,53,36,32,43,35,46,62
375,1.843,BMC HEALTH SERV RES,418,7,32,39,68,49,54,45,38,28,21,37
376,2.631,CAN J FISH AQUAT SCI,418,1,4,13,18,21,10,16,6,7,12,310
377,5.511,FRONT IMMUNOL,418,16,62,102,120,60,46,12,0,0,0,0
378,3.123,PEDIATR RES,417,4,19,21,21,24,17,21,19,18,17,236
379,4.554,CANCER EPIDEM BIOMAR,414,4,25,20,36,23,20,19,32,31,29,175
380,4.092,AM J PHYSIOL-LUNG C,412,2,15,37,39,23,21,22,26,28,38,161
381,3.653,AM J NEURORADIOL,411,1,22,30,26,27,28,37,21,33,15,171
382,3.118,ARCH BIOCHEM BIOPHYS,411,2,13,18,22,9,18,12,15,17,18,267
383,5.876,BIOSCIENCE,411,5,7,9,11,16,13,21,17,19,25,268
384,3.468,J COGNITIVE NEUROSCI,411,1,8,13,16,17,18,37,31,23,23,224
385,4.876,BJOG-INT J OBSTET GY,409,7,30,30,33,23,27,24,16,23,27,169
386,1.702,J FISH BIOL,409,0,25,20,9,11,38,14,26,24,17,225
387,8.000,CELL DEATH DIFFER,408,4,17,28,28,24,26,25,26,27,41,162
388, ,EUR J BIOCHEM,408,0,0,0,0,0,0,0,0,0,0,408
389,5.958,GLOBAL ECOL BIOGEOGR,408,6,20,28,44,28,48,36,27,15,29,127
390,4.483,EXP NEUROL,406,6,16,27,20,25,28,20,16,21,27,200
391, ,LECT NOTES COMPUT SC,404,3,7,23,49,31,24,26,23,31,30,157
392,2.028,MEDICINE,402,12,162,149,21,2,9,4,2,2,0,39
393,4.454,NEUROBIOL AGING,402,5,25,42,37,29,59,22,15,20,17,131
394,50.167,NAT REV DRUG DISCOV,401,7,19,30,45,26,29,33,37,27,16,132
395,3.542,CLIN EXP IMMUNOL,400,3,13,24,23,10,15,14,20,32,16,230
396,1.548,APPL ANIM BEHAV SCI,399,3,16,20,16,13,18,25,21,26,40,201
397,3.152,EXP EYE RES,399,4,22,29,29,31,16,19,23,26,17,183
398,2.132,PHYSICA A,397,20,33,34,27,32,20,17,24,14,19,157
399,5.867,BRIT J PSYCHIAT,395,0,16,16,14,21,15,16,21,25,14,237
400,11.439,TRENDS NEUROSCI,395,4,7,12,10,15,16,15,16,19,17,264
401,5.296,J MOL CELL CARDIOL,394,1,19,53,28,27,25,24,36,18,13,150
402,2.564,GEN COMP ENDOCR,393,7,25,19,20,35,33,23,33,22,18,158
403,3.338,MED CARE,392,0,9,9,9,8,10,15,11,20,20,281
404,15.678,TRENDS BIOCHEM SCI,392,4,17,14,30,10,26,26,23,9,14,219
405,4.427,CHEMOSPHERE,391,5,46,34,31,25,25,27,30,20,23,125
406,3.958,SCHIZOPHR RES,391,6,8,34,16,32,29,32,31,16,28,159
407,3.164,AM J PHYSIOL-RENAL,387,5,23,18,25,21,20,19,38,31,21,166
408,9.203,ANN SURG,387,5,23,17,16,13,22,27,19,30,19,196
409, ,BEHAV RES METHODS,387,1,14,14,20,23,27,15,24,20,32,197
410,7.074,SPORTS MED,385,8,28,30,36,18,8,17,17,22,20,181
411,5.236,MOL CELL PROTEOMICS,384,2,21,26,34,27,57,32,32,25,22,106
412,5.415,PLANT CELL ENVIRON,384,7,22,19,35,20,33,20,33,23,18,154
413,20.154,ANNU REV BIOCHEM,383,0,4,16,11,14,19,10,19,18,14,258
414,1.266,NEUROREPORT,383,1,3,12,9,8,12,20,7,15,17,279
415,3.115,J ETHNOPHARMACOL,382,4,18,29,54,39,27,33,20,28,18,112
416,1.760,ADV EXP MED BIOL,381,1,30,27,45,25,54,19,37,15,14,114
417,3.612,J MAGN RESON IMAGING,380,2,17,44,20,31,25,24,30,16,21,150
418,3.293,AM J PHYSIOL-GASTR L,379,3,12,17,22,20,31,17,31,19,12,195
419,2.139,J MAMMAL,379,2,13,11,7,9,15,26,15,28,13,240
420,4.059,PLANT CELL PHYSIOL,379,4,16,18,25,25,25,26,32,19,19,170
421,1.546,EUPHYTICA,378,1,15,31,14,16,23,26,21,24,14,193
422,7.349,CURR OPIN PLANT BIOL,377,4,14,28,24,18,14,19,32,29,18,177
423,3.960,TRANSPLANTATION,377,1,26,25,26,23,20,21,17,22,16,180
424,4.171,AM HEART J,375,2,10,13,18,26,25,13,19,24,22,203
425,3.495,FEMS MICROBIOL ECOL,374,3,20,23,34,26,34,25,25,26,25,133
426,3.532,PROTEOMICS,374,3,15,21,17,28,19,31,26,32,23,159
427,2.733,J SPORT SCI,373,10,32,31,25,22,32,24,17,19,29,132
428,3.118,PSYCHOPHYSIOLOGY,371,2,7,10,11,19,14,31,6,15,28,228
429,2.884,MED PHYS,369,3,9,26,29,28,28,43,34,25,24,120
430,5.963,METABOLISM,369,1,24,33,28,22,24,24,25,15,14,159
431,2.820,T ROY SOC TROP MED H,369,0,13,14,15,10,13,9,13,27,25,230
432,2.906,ICES J MAR SCI,368,7,18,27,38,10,19,33,20,24,25,147
433,3.247,INT J BIOCHEM CELL B,368,2,13,23,27,27,32,22,26,32,25,139
434,3.470,J RHEUMATOL,368,1,7,12,22,15,14,16,19,24,15,223
435,3.978,MOL PHARMACOL,368,0,6,19,16,15,16,18,9,22,33,214
436,11.700,BIOL REV,367,9,19,46,11,36,25,11,30,19,15,146
437,3.872,HEREDITY,367,4,9,14,19,28,18,26,14,19,23,193
438,3.186,PHYTOCHEMISTRY,367,1,11,13,15,17,12,16,9,13,10,250
439, ,COGNITION,366,6,15,20,16,29,23,16,30,23,30,158
440,4.583,J BONE JOINT SURG AM,366,1,9,10,22,20,10,13,13,16,13,239
441, ,AIDS CARE,365,4,57,26,41,32,21,29,36,26,17,76
442,3.345,BIOL LETTERS,365,1,28,24,34,26,49,33,34,25,42,69
443,4.005,J GEN INTERN MED,365,1,8,16,21,10,20,19,19,19,26,206
444,6.689,MBIO,365,11,51,94,65,77,24,25,17,0,0,1
445,2.959,J CELL BIOCHEM,364,6,17,20,19,18,24,32,25,24,23,156
446,5.454,OSTEOARTHR CARTILAGE,364,2,35,50,38,33,30,31,31,13,15,86
447,3.036,PHYTOPATHOLOGY,364,2,5,19,11,17,11,3,16,17,16,247
448,2.160,J APPL MICROBIOL,363,8,17,22,15,20,21,22,35,22,20,161
449,2.410,PROTEIN SCI,362,7,12,15,12,17,15,9,17,21,15,222
450,9.088,BMC MED,361,4,31,66,64,69,36,27,19,14,9,22
451,23.290,CELL STEM CELL,361,2,15,28,47,45,37,35,44,34,44,30
452,7.357,ALIMENT PHARM THER,360,6,26,32,38,28,19,30,15,13,17,136
453,4.269,ARTHRITIS RES THER,360,4,24,48,27,29,31,39,29,24,25,80
454,1.935,AIDS RES HUM RETROV,358,7,22,22,41,31,33,25,19,14,15,129
455,3.562,INSECT BIOCHEM MOLEC,358,3,23,26,24,20,17,17,27,21,19,161
456,2.532,BIOL J LINN SOC,354,2,18,28,16,14,19,18,19,14,12,194
457,7.867,BRIT J SPORT MED,354,7,16,41,43,21,16,33,25,26,12,114
458,1.865,ANTICANCER RES,353,2,30,27,31,18,26,25,24,25,9,136
459,4.651,BBA-MOL CELL RES,352,5,29,34,36,49,32,33,10,21,16,87
460,4.091,CLIN ORTHOP RELAT R,351,3,5,19,18,18,9,13,17,13,16,220
461,9.217,IMMUNOL REV,351,7,10,31,21,34,17,21,25,34,31,120
462,10.023,LEUKEMIA,349,5,17,24,34,34,34,13,19,30,13,126
463, ,AM J PHYSIOL,348,0,0,1,0,0,0,0,0,0,0,347
464,2.190,J IMMUNOL METHODS,348,2,10,12,18,21,13,8,14,16,11,223
465,2.665,PHYS MED BIOL,347,4,16,26,23,26,26,19,30,20,29,128
466, ,BIOCHIM BIOPHYS ACTA,346,2,13,8,7,7,3,2,1,2,1,300
467,2.843,J CHEM PHYS,346,1,3,5,7,17,8,8,6,13,12,266
468,4.991,EPIDEMIOLOGY,345,0,16,20,18,14,19,28,32,23,22,153
469,3.241,MAR POLLUT BULL,345,3,33,33,20,39,40,19,13,7,17,121
470,3.127,FIELD CROP RES,344,4,11,29,34,32,29,28,21,23,17,116
471,4.899,J THROMB HAEMOST,344,3,19,24,20,32,32,33,24,26,21,110
472,10.556,TRENDS GENET,344,0,8,14,21,19,17,12,12,8,14,219
473,2.545,INFECT GENET EVOL,343,13,48,36,49,53,46,28,16,19,11,24
474,6.253,J PATHOL,343,3,19,24,13,21,21,26,19,20,28,149
475,2.901,AM J PHYS ANTHROPOL,342,5,11,23,15,13,17,14,20,19,7,198
476,7.127,EUROSURVEILLANCE,342,29,60,38,55,53,16,19,21,14,17,20
477,22.714,ANNU REV IMMUNOL,341,3,7,9,27,26,20,12,13,35,21,168
478,4.358,ENVIRON POLLUT,341,10,31,23,19,24,11,36,17,17,25,128
479,6.131,IEEE T MED IMAGING,341,9,31,13,22,22,18,14,37,11,22,142
480,2.289,J EXP PSYCHOL HUMAN,341,3,7,10,21,10,19,16,14,16,11,214
481,5.128,BRIT J HAEMATOL,340,4,16,20,22,19,13,17,16,14,14,185
482,4.027,EUR RADIOL,340,10,44,38,35,23,42,25,21,24,16,62
483,5.365,MOL CANCER THER,340,1,18,37,35,26,30,21,27,24,30,91
484,2.485,PUBLIC HEALTH NUTR,340,3,20,38,24,21,35,29,23,28,9,110
485,3.163,PARASITE VECTOR,339,14,56,70,74,42,29,29,18,3,2,2
486,3.125,AM J ROENTGENOL,338,2,11,27,18,12,29,19,30,15,21,154
487,13.439,MICROBIOL MOL BIOL R,338,1,8,17,16,13,17,14,21,16,19,196
488,19.181,NAT CLIM CHANGE,338,3,44,50,49,103,62,27,0,0,0,0
489,6.530,ANTIOXID REDOX SIGN,336,4,11,12,37,53,23,41,41,32,18,64
490, ,CHILD DEV,336,0,8,9,11,18,9,7,15,14,8,237
491,2.044,EPIDEMIOL INFECT,336,9,28,32,28,28,17,22,23,13,24,112
492,2.954,EUR J CLIN NUTR,336,5,18,14,23,16,18,21,19,24,9,169
493,3.712,PLANT SCI,335,1,25,35,27,16,25,21,11,19,11,144
494,17.872,CELL HOST MICROBE,334,5,30,46,51,35,29,34,22,37,31,14
495,3.132,DIABETIC MED,334,4,14,18,13,23,26,15,18,23,16,164
496,3.234,LIFE SCI,334,3,15,31,24,16,18,17,13,7,11,179
497,3.563,MOL CELL ENDOCRINOL,333,6,28,33,34,23,39,12,22,18,12,106
498,3.483,J GASTROEN HEPATOL,332,6,28,21,15,32,24,24,19,16,33,114
499,2.448,J NEUROL SCI,332,7,20,24,25,16,26,14,14,18,8,160
500,15.876,ACTA NEUROPATHOL,331,4,29,21,14,18,30,15,31,18,8,143
501,1.701,J MICROBIOL METH,331,0,11,12,23,21,19,29,25,14,17,160
502,3.347,BEHAV ECOL,330,7,19,22,21,17,15,27,16,26,24,136
503,3.414,J ORTHOP RES,329,1,24,16,18,30,19,24,18,21,14,144
504,6.493,AM J TRANSPLANT,328,1,24,34,21,37,30,19,24,19,27,92
505,3.304,CELL CYCLE,328,3,13,25,32,25,23,22,37,43,31,74
506,2.507,DEV DYNAM,328,2,9,10,12,11,10,17,14,28,24,191
507, ,ARCH NEUROL-CHICAGO,327,0,0,0,0,0,23,24,16,22,13,229
508,5.227,NEUROBIOL DIS,327,3,19,28,33,25,36,23,21,20,22,97
509,3.857,ANN SURG ONCOL,326,0,29,39,36,30,33,30,41,22,15,51
510,2.136,THERIOGENOLOGY,326,3,25,17,13,12,25,23,19,16,18,155
511,1.932,INT J SYST EVOL MICR,325,3,23,15,14,24,22,15,19,23,13,154
512, ,J AUTISM DEV DISORD,325,3,13,34,28,15,24,21,23,19,24,121
513,2.910,GENOMICS,324,0,3,7,16,12,9,22,10,14,14,217
514,5.383,J DENT RES,324,4,12,26,19,17,19,13,22,21,11,160
515,5.002,J NEUROTRAUM,323,4,25,13,30,27,29,27,19,22,12,115
516,11.776,TRENDS MICROBIOL,323,6,18,18,18,23,19,32,16,12,19,142
517,2.160,ARCH VIROL,322,9,29,30,19,16,19,19,11,16,14,140
518,2.331,BMC PREGNANCY CHILDB,322,7,30,57,83,36,28,26,17,22,3,13
519, ,MOL ECOL NOTES,321,0,0,0,0,0,0,0,0,0,0,321
520,2.574,J HERED,320,2,4,14,10,8,13,10,7,16,9,227
521,2.392,QUAL LIFE RES,320,4,20,19,11,24,27,15,31,13,15,141
522,3.463,ANESTH ANALG,319,4,13,18,13,19,11,14,20,26,13,168
523,5.359,HUM MUTAT,319,4,15,14,27,24,30,22,22,32,28,101
524,4.099,J HYPERTENS,319,5,11,28,21,30,22,19,22,17,16,128
525,2.872,CLIN VACCINE IMMUNOL,318,5,19,22,26,31,36,47,35,32,24,41
526,0.931,ZOOTAXA,318,9,34,34,35,45,35,29,17,22,16,42
527,3.221,J COMPUT CHEM,317,2,3,5,6,9,4,12,28,30,19,199
528,1.955,J ZOOL,317,1,6,19,9,11,5,9,13,11,15,218
529,2.325,J STRENGTH COND RES,316,4,24,31,21,27,29,27,23,17,16,97
530,2.941,PLANT DIS,315,7,18,17,17,14,23,17,12,18,15,157
531,7.828,ECOL MONOGR,314,2,4,6,11,8,1,16,17,12,10,227
532,2.422,VET PARASITOL,314,2,14,23,21,20,18,30,18,32,13,123
533,4.540,GYNECOL ONCOL,313,2,18,21,37,25,28,18,23,13,23,105
534,3.476,J ALZHEIMERS DIS,313,4,39,41,37,33,40,27,49,15,4,24
535,4.614,DIVERS DISTRIB,312,5,20,24,25,26,16,41,20,29,36,70
536,6.486,J CHILD PSYCHOL PSYC,312,2,8,13,13,22,19,15,13,13,20,174
537,3.101,J CLIN VIROL,312,6,19,33,36,35,25,29,25,24,17,63
538,3.588,MOL PLANT MICROBE IN,312,0,6,11,13,14,22,24,15,17,13,177
539,3.992,J HUM EVOL,311,5,15,18,29,18,21,18,13,11,23,140
540,6.541,CURR OPIN NEUROBIOL,310,0,15,22,28,13,13,21,16,19,19,144
541,2.976,ONCOL REP,310,9,42,48,36,28,36,18,18,14,9,52
542,5.420,HEART,309,4,17,26,29,27,25,14,19,17,15,116
543,3.333,INT J ONCOL,308,4,39,33,33,32,23,16,16,18,14,80
544,2.118,PEERJ,308,18,106,80,72,31,0,0,0,0,0,1
545,11.392,FEMS MICROBIOL REV,307,5,16,15,16,23,29,14,20,15,29,125
546, ,PERS INDIV DIFFER,307,1,24,27,14,12,12,23,19,11,12,152
547,3.222,PSYCHOPHARMACOLOGY,307,2,14,14,11,17,11,29,10,12,18,169
548,4.952,THROMB HAEMOSTASIS,307,6,16,26,26,10,21,13,14,22,11,142
549,4.339,GEOPHYS RES LETT,306,3,20,34,18,16,14,19,19,15,17,131
550,2.266,J VISION,306,0,11,35,22,30,14,25,38,38,44,49
551,17.581,EUR UROL,305,10,39,44,31,31,24,20,12,14,13,67
552,4.347,INFLAMM BOWEL DIS,305,6,22,41,20,31,29,39,23,23,19,52
553,1.968,J MED ENTOMOL,305,3,17,14,10,20,15,11,18,11,15,171
554,2.112,J MED MICROBIOL,305,1,9,15,27,34,17,19,10,19,19,135
555,2.548,DIABETES RES CLIN PR,304,5,22,25,48,15,24,23,23,14,16,89
556,3.616,TOXICOL APPL PHARM,304,6,13,25,15,36,19,11,18,23,9,129
557,5.548,INT J BEHAV NUTR PHY,302,7,19,39,40,29,44,45,27,10,29,13
558,3.857,OSTEOPOROSIS INT,302,7,20,19,26,25,25,18,11,16,18,117
559,3.541,AGR ECOSYST ENVIRON,301,6,30,24,23,13,18,17,14,10,13,133
560,3.355,J R SOC INTERFACE,300,3,17,37,45,43,32,21,27,22,18,35
561,3.678,MOL ENDOCRINOL,300,0,7,14,17,14,20,13,18,14,15,168
562,6.818,CAN MED ASSOC J,299,1,9,8,10,13,13,19,25,21,21,159
563,2.413,ESTUAR COAST SHELF S,299,2,16,22,17,20,26,16,14,16,24,126
564,3.394,FRONT PHYSIOL,299,12,58,44,74,48,52,7,4,0,0,0
565,5.135,J INT AIDS SOC,298,9,45,44,57,53,31,21,22,13,0,3
566,4.249,NEUROPHARMACOLOGY,298,10,27,18,37,20,28,18,21,16,15,88
567,4.907,STRUCTURE,297,3,11,29,13,20,21,20,7,8,23,142
568,7.051,WATER RES,297,8,23,13,26,22,20,23,9,12,21,120
569,2.465,VIROL J,295,3,22,36,30,45,35,42,40,11,13,18
570,2.828,BIODIVERS CONSERV,294,1,16,13,22,23,23,23,30,16,21,106
571,3.358,IMMUNOLOGY,294,2,14,10,25,13,11,15,17,23,12,152
572,2.419,J CHEM ECOL,294,0,17,11,13,14,20,12,15,16,7,169
573,4.731,PSYCHONEUROENDOCRINO,294,2,21,28,16,28,27,28,12,37,7,88
574,5.245,RHEUMATOLOGY,294,6,16,31,27,19,17,25,26,16,25,86
575,11.640,MOL PSYCHIATR,293,6,22,30,43,33,21,18,17,15,7,81
576,22.774,ANNU REV PSYCHOL,292,2,10,19,11,13,15,16,5,18,18,165
577, ,TUMOR BIOL,292,3,86,68,82,18,10,8,4,2,3,8
578,3.043,CELL TISSUE RES,291,3,10,18,18,29,21,14,17,9,10,142
579,2.258,COMP BIOCHEM PHYS A,291,4,10,21,9,25,8,14,9,10,16,165
580,2.190,J VERTEBR PALEONTOL,291,1,12,17,11,12,12,13,28,19,15,151
581,2.434,PLACENTA,291,1,12,18,23,27,32,15,22,32,12,97
582,2.580,ACTA PAEDIATR,290,2,10,19,17,14,24,12,23,16,10,143
583,5.108,BBA-MOL BASIS DIS,290,4,15,35,59,39,25,18,17,15,10,53
584,2.926,CLIN CHIM ACTA,290,3,22,34,9,18,19,15,23,8,4,135
585,1.184,JOVE-J VIS EXP,290,7,20,29,52,52,37,50,26,7,6,4
586,4.490,RNA,290,5,13,8,15,19,19,18,28,29,28,108
587, ,ACCIDENT ANAL PREV,289,3,14,25,14,39,23,27,16,15,20,93
588,3.438,BBA-BIOMEMBRANES,289,1,14,15,19,33,17,18,8,25,27,112
589,4.410,CELL MICROBIOL,289,9,10,15,19,27,14,22,14,22,29,108
590,3.146,J PHYS CHEM B,289,4,18,16,16,16,16,18,30,21,26,108
591,18.564,TRENDS CELL BIOL,289,2,16,28,28,13,19,22,20,11,16,114
592,1.924,PREV VET MED,288,5,17,19,27,40,22,26,13,20,7,92
593,2.538,J EVOLUTION BIOL,287,3,10,17,14,26,22,19,26,24,16,110
594,6.129,BRIT J DERMATOL,286,4,15,23,22,33,17,20,14,14,16,108
595,2.824,HEARING RES,286,5,16,17,23,18,8,14,15,9,13,148
596,5.863,RESUSCITATION,286,3,16,40,24,35,25,17,23,16,17,70
597,2.484,VIRUS RES,286,10,22,19,27,22,21,29,24,13,8,91
598,9.455,IEEE T PATTERN ANAL,285,3,4,8,11,28,18,18,16,5,4,170
599,1.957,J MOL EVOL,285,0,0,0,2,3,2,2,9,7,17,243
600,1.756,J VIROL METHODS,285,4,12,27,22,23,13,19,16,14,21,114
601,2.680,J CATARACT REFR SURG,284,2,16,25,20,17,19,21,9,24,16,115
602,2.561,MOL CELL BIOCHEM,284,3,9,20,34,27,26,22,17,11,14,101
603,2.375,PALAEOGEOGR PALAEOCL,284,10,13,11,15,13,8,21,10,13,19,151
604,1.773,VET J,283,2,19,19,26,40,24,33,29,15,19,57
605, ,BMC RES NOTES,282,5,18,37,57,39,50,27,25,16,8,0
606,3.324,ACTA OPHTHALMOL,281,3,18,28,36,20,18,13,21,11,9,104
607,2.098,BIOTECHNIQUES,281,0,5,11,4,5,8,8,6,18,16,200
608,1.909,MAR MAMMAL SCI,281,0,10,14,18,10,18,16,8,15,20,152
609,3.258,ARCH DIS CHILD,279,0,6,15,9,14,8,9,8,9,8,193
610,4.319,J NEUROSURG,279,0,24,12,15,14,9,12,16,7,6,164
611,6.710,CURR OPIN MICROBIOL,278,5,17,19,13,19,13,18,15,14,16,129
612,2.819,DIGEST DIS SCI,278,5,18,18,18,26,22,18,19,13,15,106
613,2.145,INT J ENV RES PUB HE,278,5,40,57,53,41,22,20,21,10,2,7
614,6.544,NEUROPSYCHOPHARMACOL,278,4,16,26,23,21,14,13,24,11,22,104
615,2.509,ACTA TROP,277,14,12,27,28,17,13,15,23,15,18,95
616,5.638,CELL DEATH DIS,277,11,31,47,78,63,22,15,8,0,0,2
617,4.263,LAB INVEST,276,1,6,15,20,15,15,22,13,8,12,149
618,14.188,TRENDS IMMUNOL,276,2,14,18,15,19,20,30,12,23,16,107
619,10.015,CURR OPIN CELL BIOL,275,4,5,27,19,16,8,10,22,22,15,127
620,3.441,BIOGEOSCIENCES,273,3,24,27,32,54,25,26,37,18,12,15
621,1.661,ENVIRON ENTOMOL,273,3,8,14,15,4,19,14,17,14,9,156
622,3.078,INT J PARASITOL,273,3,9,8,16,16,11,12,13,25,15,145
623,2.662,J NEUROSCI RES,273,7,7,11,3,4,10,16,20,16,13,166
624, ,PSYCHON B REV,273,7,19,19,11,20,10,17,14,21,15,120
625,2.511,PARASITOLOGY,272,2,18,8,16,15,12,12,7,14,10,158
626,2.580,PHYSIOL PLANTARUM,272,1,7,11,14,15,21,16,6,9,18,154
627,3.952,BIOTECHNOL BIOENG,271,1,10,17,15,13,14,19,20,18,15,129
628,15.393,CELL RES,271,4,22,19,24,20,33,24,19,24,30,52
629,8.483,OBES REV,271,4,19,22,33,29,41,27,17,11,13,55
630,6.048,ADDICTION,270,5,16,15,19,19,13,19,17,15,18,114
631,1.889,MOL BIOL REP,270,1,11,13,54,35,84,27,21,11,5,8
632,3.487,CELL SIGNAL,269,4,21,22,28,32,37,14,15,16,14,66
633,2.634,EUR SPINE J,269,4,26,20,18,17,22,35,23,9,17,78
634,4.418,HORM BEHAV,269,4,13,9,12,18,23,15,16,17,18,124
635,2.223,PSYCHIAT RES,269,2,25,24,35,20,18,24,15,18,14,74
636, ,DEV PSYCHOL,268,1,4,6,15,20,9,7,11,11,12,172
637,2.050,VET REC,268,2,6,9,14,13,9,18,12,5,15,165
638,6.306,BRAIN BEHAV IMMUN,267,8,24,30,43,15,23,21,17,10,8,68
639,4.475,NEUROSURGERY,267,1,5,11,13,12,17,16,17,15,19,141
640,3.508,TISSUE ENG,267,0,19,20,30,21,22,25,43,23,15,49
641,3.000,J PHYCOL,266,2,9,13,4,7,30,9,15,3,12,162
642,2.537,EUR J CLIN MICROBIOL,264,5,18,36,32,20,38,15,12,8,6,74
643,4.013,AGE AGEING,263,1,14,21,17,10,11,16,32,11,14,116
644,2.524,BMC MED RES METHODOL,263,2,15,7,26,32,25,24,17,15,18,82
645,4.012,J ENDOCRINOL,263,2,10,13,23,22,11,16,9,11,19,127
646,2.558,PARASITOL RES,263,4,22,26,22,16,25,11,16,19,15,87
647,6.754,J INTERN MED,261,3,9,27,22,24,14,12,5,7,19,119
648,4.197,J TRANSL MED,261,3,28,53,36,39,27,34,11,5,6,19
649,3.394,BIOCHEM SOC T,260,1,18,14,24,18,23,22,13,14,20,93
650,1.669,BIOMETRIKA,260,0,0,2,1,2,2,0,0,2,4,247
651, ,J EXP PSYCHOL GEN,260,1,8,19,25,10,18,5,7,7,10,150
652,3.392,J PERIODONTOL,260,3,7,13,22,12,7,8,17,16,15,140
653,7.008,MOL THER,260,5,13,12,17,20,25,23,20,23,16,86
654,3.188,MOL IMMUNOL,259,3,14,34,14,21,7,14,19,35,28,70
655,7.023,EUR J EPIDEMIOL,257,7,13,11,22,17,18,15,48,9,8,89
656,6.057,AM J SPORT MED,256,2,13,13,18,7,11,24,15,20,15,118
657,4.334,QUATERNARY SCI REV,255,1,23,20,24,13,19,23,14,15,17,86
658,8.749,EMBO REP,254,0,8,11,28,20,7,20,13,21,11,115
659,4.046,J CLIN PERIODONTOL,253,1,3,14,12,11,19,20,12,11,12,138
660,4.181,TOXICOL SCI,253,1,16,20,17,18,28,27,15,14,12,85
661,5.067,EPILEPSIA,252,1,7,6,10,22,17,12,18,19,13,127
662,1.247,J WILDLIFE DIS,252,4,10,20,12,14,10,10,13,16,12,131
663,3.249,PEST MANAG SCI,252,6,19,15,36,15,11,43,14,8,16,69
664,3.514,CYTOKINE,251,4,15,42,7,25,29,17,14,11,18,69
665,2.340,ECOL EVOL,251,19,45,67,42,43,29,6,0,0,0,0
666,2.249,GRAEF ARCH CLIN EXP,251,8,22,24,14,25,10,12,17,9,10,100
667,4.280,BBA-BIOENERGETICS,250,2,9,18,20,10,30,18,29,14,14,86
668,9.247,CSH PERSPECT BIOL,250,3,9,23,21,41,40,39,42,32,0,0
669,3.451,INT J FOOD MICROBIOL,250,4,10,14,11,16,17,14,22,14,17,111
