Cited Journal Data: J NEUROSCI,,,,,,,,,,,,,,
,Impact Factor,Citing Journal,All Yrs,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,Rest
1325,,SEXOLOGIES,10,0,0,0,0,0,7,1,0,0,0,2
1326,,SIG PROCESS COMMUN,10,0,1,0,1,1,0,0,1,0,0,6
1327,0.655,SLEEP BIOL RHYTHMS,10,1,0,0,1,0,0,1,2,0,0,5
1328,1.034,SYNTHESE,10,0,0,0,1,0,1,1,0,0,1,6
1329,2.136,THERIOGENOLOGY,10,0,0,0,0,0,0,1,2,3,0,4
1330,1.966,TOXICOL PATHOL,10,0,0,0,0,1,2,0,0,0,0,7
1331,1.890,TOXICOL RES-UK,10,0,0,1,1,0,0,1,1,0,1,5
1332,,TOXINOLOGY,10,0,0,0,0,0,2,0,0,0,0,8
1333,3.374,VIROLOGY,10,0,0,0,0,0,0,0,2,0,0,8
1334,20.955,ACCOUNTS CHEM RES,9,0,0,0,0,0,1,1,3,1,0,3
1335,0.872,ACTA HISTOCHEM CYTOC,9,0,1,1,0,1,0,0,0,0,1,5
1336,,ADV BUS STRATEGY COM,9,0,0,0,0,1,1,0,1,0,2,4
1337,,ADV COGN PSYCHOL,9,0,0,2,0,0,1,1,1,0,1,3
1338,,ALEX J MED,9,0,0,0,1,0,1,1,0,1,2,3
1339,3.120,AM J CHINESE MED,9,0,0,0,0,1,1,0,0,1,0,6
1340,,AM J PSYCHOL,9,0,1,1,1,0,1,1,1,1,0,2
1341,1.513,ANN OTO RHINOL LARYN,9,0,0,0,0,0,0,3,0,1,0,5
1342,20.154,ANNU REV BIOCHEM,9,0,0,1,0,0,1,1,1,2,1,2
1343,1.388,APPL NEUROPSYCH-CHIL,9,0,0,0,1,1,1,1,0,0,1,4
1344,1.015,ARQ NEURO-PSIQUIAT,9,0,0,0,1,0,1,1,0,0,0,6
1345,,AUTOPHAGYXB,9,0,0,0,0,0,0,2,2,1,1,3
1346,,BIOMOLECULES,9,0,0,0,0,0,1,1,0,0,1,6
1347,2.899,BIOSCIENCE REP,9,0,0,2,0,1,2,0,0,0,1,3
1348,1.998,BMC MUSCULOSKEL DIS,9,0,0,0,0,0,1,0,0,0,0,8
1349,2.740,CHILD NEUROPSYCHOL,9,0,0,0,0,1,2,1,0,0,0,5
1350,,CLIN ORTHOP SURG,9,0,0,0,0,0,0,0,0,0,2,7
1351,4.495,CRIT REV ONCOL HEMAT,9,0,0,0,1,1,0,2,0,1,1,3
1352,,CUR ISS PSYCHOL LANG,9,0,0,0,1,1,2,0,2,0,1,2
1353,3.079,CURR RHEUMATOL REP,9,0,1,1,0,0,1,1,0,1,0,4
1354,0.239,CYTOL GENET+,9,0,0,0,0,2,0,0,1,0,1,5
1355,0.599,ENCEPHALE,9,0,0,0,1,0,1,0,0,0,1,6
1356,2.932,ENZYME MICROB TECH,9,0,0,0,1,0,0,2,1,0,0,5
1357,5.351,EPIGENET CHROMATIN,9,0,0,0,0,1,2,1,1,1,0,3
1358,2.401,EUR J APPL PHYSIOL,9,0,0,1,0,0,2,0,0,1,2,3
1359,1.947,EUR PHYS J-SPEC TOP,9,0,0,1,0,0,0,0,0,1,0,7
1360,12.244,EUR RESPIR J,9,0,0,0,0,0,0,0,1,1,1,6
1361,3.475,EXPERT OPIN PHARMACO,9,0,0,0,0,0,1,0,0,0,1,7
1362,2.758,EXPERT REV CLIN PHAR,9,0,0,0,1,0,0,1,0,0,3,4
1363,,EYE BRAIN,9,0,0,2,0,0,0,0,0,1,0,6
1364,0.523,FOLIA BIOL-KRAKOW,9,0,0,0,0,0,1,0,0,0,0,8
1365,,GAME ECON BEHAV,9,0,0,0,1,0,0,1,0,2,2,3
1366,,GENET MOL RES,9,0,0,0,0,0,0,1,0,1,0,7
1367,,HEARING BALANC COMMU,9,0,0,0,0,0,0,1,1,2,1,4
1368,2.158,IEEE T NANOBIOSCI,9,0,0,1,0,0,0,1,0,0,0,7
1369,9.217,IMMUNOL REV,9,0,1,1,0,0,2,1,1,1,1,1
1370,,INFANT BEHAV DEV,9,0,1,0,1,1,0,1,0,0,2,3
1371,2.091,INSECT SCI,9,0,0,0,0,1,1,1,0,0,0,6
1372,3.333,INT J ONCOL,9,0,0,0,0,1,2,0,1,0,1,4
1373,12.703,INT MATER REV,9,0,0,0,0,0,1,0,0,0,0,8
1374,0.817,INTERNAL MED,9,0,0,1,0,0,1,0,0,1,0,6
1375,,ISTANB UNIV-J ELECTR,9,0,0,0,0,0,0,0,0,0,0,9
1376,3.107,J BIOMOL STRUCT DYN,9,0,0,0,0,1,0,1,0,0,0,7
1377,2.227,J CARDIOVASC PHARM,9,0,0,1,0,0,2,0,2,0,0,4
1378,1.818,J CLIN ANESTH,9,0,0,1,0,0,0,0,0,1,0,7
1379,2.851,J CLIN NEUROL,9,0,1,0,0,1,0,1,2,0,0,4
1380,2.183,J GERIATR PSYCH NEUR,9,0,1,0,0,1,1,1,1,0,0,4
1381,1.920,J NAT MED-TOKYO,9,0,0,0,0,0,0,0,2,2,0,5
1382,3.885,J NAT PROD,9,0,0,1,0,1,1,1,0,0,0,5
1383,2.051,J ORAL REHABIL,9,0,0,0,0,0,0,1,0,2,1,5
1384,,J PEDIATR NEUROL,9,0,2,0,0,0,2,0,0,0,0,5
1385,2.550,J PERIPHER NERV SYST,9,0,0,0,1,2,1,0,0,1,0,4
1386,2.831,J PHARMACEUT BIOMED,9,0,0,1,1,0,1,0,0,1,0,5
1387,2.093,J THERM BIOL,9,0,0,1,1,2,0,0,0,0,0,5
1388,2.706,J TOXICOL ENV HEAL A,9,0,0,0,1,0,0,1,0,0,0,7
1389,6.669,JAMA OPHTHALMOL,9,2,0,0,0,0,0,0,0,1,0,6
1390,0.882,KLIN MONATSBL AUGENH,9,0,0,1,1,0,0,0,1,1,2,3
1391,,LATERALITY,9,0,0,1,0,0,0,2,1,0,0,5
1392,0.924,LETT DRUG DES DISCOV,9,0,0,0,0,0,0,0,1,0,2,6
1393,,MALAYS J MED SCI,9,0,0,0,0,0,0,1,0,1,0,7
1394,3.511,METABOLOMICS,9,0,0,0,0,1,0,0,1,0,0,7
1395,6.131,MOL ECOL,9,0,0,0,1,0,1,3,0,0,0,4
1396,2.734,MOL GENET GENOMICS,9,0,0,0,0,2,0,1,1,1,0,4
1397,,MOL SYNDROMOL,9,0,0,1,0,0,1,0,1,1,2,3
1398,,MOV DISORD CLIN PRAC,9,0,2,0,0,0,0,1,0,0,1,5
1399,3.199,MULT SCLER RELAT DIS,9,0,0,1,1,0,0,1,1,0,0,5
1400,,MUSIC PERCEPT,9,0,0,1,1,1,1,0,0,3,0,2
1401,5.005,NANOMEDICINE-UK,9,0,1,0,2,1,0,0,1,0,0,4
1402,,NAT BIOMED ENG,9,0,0,0,0,2,0,0,1,0,1,5
1403,19.064,NAT CELL BIOL,9,0,2,0,1,0,1,1,0,0,0,4
1404,41.465,NAT REV GENET,9,0,1,0,1,2,0,1,1,0,1,2
1405,3.852,NEUROINFORMATICS,9,0,1,0,0,1,0,0,0,1,1,5
1406,,NEUROL-NEUROIMMUNOL,9,0,0,1,0,0,0,1,1,0,2,4
1407,2.203,NUCL MED BIOL,9,0,1,0,1,0,1,0,0,0,1,5
1408,0.547,PAK J ZOOL,9,0,0,0,0,0,0,0,0,1,1,7
1409,3.621,PLAST RECONSTR SURG,9,0,0,0,0,0,0,1,0,1,1,6
1410,2.779,PRENATAL DIAG,9,0,0,0,0,0,1,0,2,1,0,5
1411,,PROC CVPR IEEE,9,0,0,1,2,0,0,0,1,0,1,4
1412,3.567,PROTEOM CLIN APPL,9,0,0,0,0,0,2,0,0,1,0,6
1413,3.220,REJUV RES,9,0,1,0,0,0,0,0,2,1,0,5
1414,,SCAND J PSYCHOL,9,0,0,0,2,0,2,0,1,2,0,2
1415,10.198,SEMIN CANCER BIOL,9,0,0,0,0,1,0,2,3,1,1,1
1416,6.437,SEMIN IMMUNOPATHOL,9,0,0,1,1,1,0,1,0,0,2,3
1417,3.005,SHOCK,9,0,0,1,0,1,0,0,2,1,0,4
1418,1.438,TISSUE CELL,9,0,0,0,0,0,1,0,0,0,1,7
1419,1.216,TISSUE ENG REGEN MED,9,0,0,0,2,0,0,1,2,0,0,4
1420,,TRANSL EP CLINXB,9,0,2,1,1,0,0,1,0,1,0,3
1421,2.193,TRANSL VIS SCI TECHN,9,0,1,0,0,0,0,0,0,0,0,8
1422,0.775,TURK NEUROSURG,9,0,0,0,0,1,0,0,0,0,0,8
1423,0.906,ZOOL SCI,9,0,0,0,0,1,1,0,0,0,0,7
1424,,2017 CHIN AUT C CAXB,8,0,0,0,0,1,0,1,1,1,2,2
1425,6.549,AM J CLIN NUTR,8,0,1,1,0,0,0,1,1,1,0,3
1426,2.901,AM J PHYS ANTHROPOL,8,0,0,0,1,2,1,0,0,0,0,4
1427,3.785,AM J RESP CELL MOL,8,0,0,0,0,0,0,0,0,0,1,7
1428,3.307,ANAL BIOANAL CHEM,8,0,0,0,0,0,0,0,0,0,0,8
1429,,APPL PSYCHOPHYS BIOF,8,0,0,0,1,0,0,0,0,0,0,7
1430,2.710,AQUACULTURE,8,0,0,0,0,1,0,0,0,0,0,7
1431,,ARCH NEUROSCI,8,0,1,0,1,1,0,0,0,1,0,4
1432,5.723,BASIC RES CARDIOL,8,0,2,1,1,0,0,1,0,0,0,3
1433,,BEHAV SCI-BASEL,8,0,0,0,0,1,1,0,0,2,0,4
1434,2.357,BIOL RES,8,0,0,0,0,0,3,0,0,2,0,3
1435,5.831,BIOMATER SCI-UK,8,0,0,1,0,1,0,0,0,0,1,5
1436,2.478,BIOMETALS,8,0,0,0,0,0,0,0,0,1,0,7
1437,9.088,BMC MED,8,0,0,2,1,1,0,0,0,1,1,2
1438,1.770,BMC OPHTHALMOL,8,0,0,0,0,1,1,1,0,1,1,3
1439,2.042,BMC PEDIATR,8,0,0,1,0,1,2,0,0,1,1,2
1440,4.455,BONE,8,0,0,1,0,3,0,2,0,0,0,2
1441,1.346,CHIN J INTEGR MED,8,0,0,0,0,0,3,2,0,0,0,3
1442,4.021,CHROMOSOMA,8,0,0,1,0,0,1,0,1,0,0,5
1443,,CLIN NEUROPSYCHIATR,8,0,0,0,1,0,1,0,0,0,0,6
1444,3.185,CLIN THER,8,0,0,0,0,0,1,1,0,1,1,4
1445,,COGENT PSYCHOL,8,0,0,0,0,0,0,1,2,0,0,5
1446,1.911,ENDOCR J,8,0,0,0,0,0,0,0,1,3,1,3
1447,3.900,EPMA J,8,0,0,0,0,0,0,0,1,0,0,7
1448,2.653,EUR ADDICT RES,8,0,0,0,1,0,1,0,0,0,0,6
1449,1.935,EUR BIOPHYS J BIOPHY,8,0,0,0,0,3,0,0,1,0,0,4
1450,7.191,EUR J CANCER,8,0,1,0,0,0,1,0,0,0,0,6
1451,3.623,EVOL HUM BEHAV,8,0,0,0,0,3,0,0,0,0,0,5
1452,2.566,EXP MOL PATHOL,8,0,0,0,1,0,0,0,2,0,0,5
1453,3.865,EXPERT REV MOL MED,8,0,0,0,1,0,0,1,0,0,0,6
1454,4.803,FERTIL STERIL,8,0,2,0,0,0,0,0,0,2,1,3
1455,1.515,GENE EXPR PATTERNS,8,0,0,0,0,0,1,0,1,0,0,6
1456,0.680,GENES GENOM,8,0,0,0,0,2,0,1,0,0,0,5
1457,,GLIOBLASTOMAXB,8,0,0,0,0,2,0,2,0,2,0,2
1458,1.453,GYNECOL ENDOCRINOL,8,0,0,0,0,0,0,0,1,3,1,3
1459,2.428,IEEE ACM T COMPUT BI,8,0,0,0,0,1,0,1,0,1,1,4
1460,3.933,IEEE CIRC SYST MAG,8,0,0,1,0,0,0,1,0,1,2,3
1461,3.433,IEEE ELECTR DEVICE L,8,0,0,0,0,0,1,0,0,0,0,7
1462,9.455,IEEE T PATTERN ANAL,8,0,0,1,0,0,1,0,0,0,1,5
1463,2.873,IMMUNOBIOLOGY,8,0,0,0,0,0,0,1,1,1,0,5
1464,2.990,INFLAMM RES,8,0,0,0,0,1,0,1,1,0,2,3
1465,2.492,INSECT MOL BIOL,8,0,0,0,0,1,0,0,1,0,0,6
1466,1.970,INT J RADIAT BIOL,8,0,0,0,1,0,0,0,0,0,0,7
1467,2.261,INT PSYCHOGERIATR,8,0,0,0,0,0,1,0,0,0,0,7
1468,,INT WINT WORKSH BR,8,0,0,0,1,1,1,0,1,1,1,2
1469,1.593,J AM ACAD AUDIOL,8,0,0,0,0,0,0,3,0,3,0,2
1470,1.714,J ANIM SCI,8,0,0,0,0,0,0,0,0,0,0,8
1471,1.397,J BIOL REG HOMEOS AG,8,0,0,0,0,0,0,0,0,0,1,7
1472,5.583,J CLIN MED,8,0,0,0,0,1,0,0,0,0,0,7
1473,,J CONSUM RES,8,0,0,1,2,2,0,0,1,0,0,2
1474,1.702,J FISH BIOL,8,0,0,0,0,1,0,0,0,1,0,6
1475,1.023,J INT MED RES,8,0,0,0,0,1,1,0,1,2,1,2
1476,2.448,J MATER SCI-MATER M,8,0,0,0,0,0,0,0,2,0,0,6
1477,1.786,J MATH BIOL,8,0,0,0,2,0,0,0,0,2,1,3
1478,1.211,J MED BIOL ENG,8,0,0,0,0,0,0,1,3,1,1,2
1479,,J MOV DISORD,8,0,0,0,1,0,1,0,0,1,2,3
1480,0.853,J ORAL SCI,8,0,0,0,0,1,0,0,0,1,0,6
1481,3.075,J PHARM SCI-US,8,0,2,0,2,0,0,0,1,0,1,2
1482,1.963,J PHYS A-MATH THEOR,8,0,0,1,0,0,1,0,0,1,0,5
1483,1.487,J PHYSIOL ANTHROPOL,8,0,0,0,0,1,1,1,0,1,0,4
1484,1.882,J SPINAL CORD MED,8,0,0,0,0,1,1,1,0,0,1,4
1485,4.750,J STROKE,8,0,0,0,0,0,0,0,0,1,2,5
1486,3.849,J TAIWAN INST CHEM E,8,0,0,1,0,0,0,0,0,0,0,7
1487,,LARYNSCOPE INVEST,8,0,2,0,0,0,0,1,1,1,1,2
1488,1.949,LASER MED SCI,8,0,0,0,0,1,0,0,0,2,2,3
1489,2.663,LIPIDS HEALTH DIS,8,0,0,2,1,1,0,0,1,0,1,2
1490,,LOND REV EDUC,8,0,0,0,2,1,0,1,0,2,0,2
1491,7.776,MOL CANCER,8,0,0,1,0,1,1,0,0,1,0,4
1492,5.365,MOL CANCER THER,8,0,0,1,0,0,1,2,0,1,1,2
1493,,MOL INTEGR TOXICOL,8,0,0,1,0,1,2,1,0,1,0,2
1494,3.113,MOL REPROD DEV,8,0,0,0,0,0,0,0,0,2,0,6
1495,4.215,NEURAL COMPUT APPL,8,0,0,0,0,0,1,0,0,0,0,7
1496,0.722,NEUROLOGIST,8,0,0,0,1,0,1,0,1,1,0,4
1497,,NEURORADIOL J,8,0,0,1,1,1,0,0,0,1,0,4
1498,0.359,NOROPSIKIYATRI ARS,8,0,0,0,0,0,0,0,0,2,1,5
1499,2.262,OPHTHAL PHYSL OPT,8,0,0,0,1,1,1,1,1,0,0,3
1500,,PAIN MANAGE,8,0,0,1,3,1,1,0,0,1,0,1
1501,,PAR SHIFT PREVXB,8,0,0,0,0,1,1,0,0,1,1,4
1502,6.105,PART FIBRE TOXICOL,8,0,1,0,1,0,1,0,1,1,0,3
1503,,PERCEPT MOTOR SKILL,8,0,0,0,1,0,0,1,0,0,0,6
1504,,PERS SOC PSYCHOL REV,8,0,0,0,1,0,0,1,0,0,0,6
1505,,PITUITARY 4 EDITIOXB,8,0,0,0,0,1,1,0,0,0,1,5
1506,2.356,PLATELETS,8,0,0,0,0,1,2,0,1,1,1,2
1507,4.367,PLOS NEGLECT TROP D,8,0,0,0,0,0,0,2,1,1,0,4
1508,2.274,PROTEINS,8,0,0,0,0,1,0,2,0,1,0,4
1509,7.469,RADIOLOGY,8,0,0,0,0,1,0,3,2,1,0,1
1510,2.580,REPROD TOXICOL,8,0,0,0,0,1,0,0,0,1,0,6
1511,1.215,SCHMERZ,8,0,0,0,0,1,0,0,1,0,1,5
1512,,SOC COGNITION,8,0,1,0,0,0,0,1,0,0,1,5
1513,,SPRINGER PROC PHYS,8,0,0,0,0,0,1,0,0,3,0,4
1514,2.523,STEROIDS,8,0,1,0,0,0,0,1,0,0,0,6
1515,4.244,TALANTA,8,0,0,0,1,0,0,0,0,1,1,5
1516,1.994,TOXICOL MECH METHOD,8,0,0,0,0,0,1,0,0,0,0,7
1517,3.285,VACCINE,8,0,0,0,1,1,0,1,1,1,0,3
1518,,Z PSYCHIATR PSYCH PS,8,0,0,0,2,2,0,1,1,0,0,2
1519,3.099,ACTA CRYSTALLOGR D,7,0,1,0,0,0,0,0,1,1,2,2
1520,1.161,ACTA OTO-LARYNGOL,7,0,0,0,1,0,0,0,2,1,0,3
1521,2.580,ACTA PAEDIATR,7,0,0,0,1,0,0,1,0,1,0,4
1522,2.021,ADICCIONES,7,0,0,1,0,0,0,2,1,0,0,3
1523,13.325,ADV FUNCT MATER,7,0,0,0,0,0,0,3,0,0,2,2
1524,,AGGRESS VIOLENT BEH,7,0,0,1,0,1,1,1,0,0,0,3
1525,,AIP C PROC,7,0,0,0,0,1,0,1,1,1,0,3
1526,2.982,AMYOTROPH LAT SCL FR,7,0,0,0,0,0,0,1,1,2,0,3
1527,1.588,ANDROLOGIA,7,0,0,0,0,1,0,1,0,0,0,5
1528,3.432,ANN PHYS REHABIL MED,7,0,0,0,0,0,2,1,0,1,1,2
1529,1.702,APHASIOLOGY,7,0,0,0,0,0,0,2,1,0,0,4
1530,1.593,ASSAY DRUG DEV TECHN,7,0,1,0,0,0,0,0,2,0,0,4
1531,2.078,AUDIOL NEURO-OTOL,7,0,1,0,0,3,1,0,0,1,1,0
1532,4.485,BIOCONJUGATE CHEM,7,0,0,0,0,1,0,0,0,1,0,5
1533,,BIOMED ENG INT CONF,7,0,0,0,0,1,0,0,0,0,0,6
1534,1.723,BIOMED J,7,0,0,0,1,0,0,0,0,1,1,4
1535,1.255,BIOSCI BIOTECH BIOCH,7,0,0,0,1,1,1,0,0,1,0,3
1536,4.688,BJU INT,7,0,0,0,0,1,0,0,0,0,1,5
1537,5.867,BRIT J PSYCHIAT,7,0,0,1,0,1,0,1,0,1,0,3
1538,1.096,BRIT POULTRY SCI,7,0,0,0,0,0,0,0,0,2,0,5
1539,4.539,BUILD ENVIRON,7,0,0,0,0,0,0,0,0,0,0,7
1540,5.326,CANCERS,7,0,1,0,0,0,0,0,0,1,1,4
1541,1.936,CELL BIOL INT,7,0,0,1,1,1,0,0,0,0,0,4
1542,,CHEM BIO,7,0,0,0,0,1,0,0,0,0,0,6
1543,5.160,CHEM-EUR J,7,0,0,0,0,1,1,1,2,1,0,1
1544,1.991,CHIN J NAT MEDICINES,7,0,0,0,0,0,0,0,0,0,1,6
1545,0.827,CHINESE J PHYSIOL,7,0,0,0,0,0,0,2,0,0,0,5
1546,3.557,CLIN IMMUNOL,7,0,1,0,0,0,0,0,1,0,0,5
1547,2.505,CLIN INTERV AGING,7,0,0,0,0,0,0,1,1,0,0,5
1548,1.329,COGN NEUROPSYCHIATRY,7,0,1,0,2,2,0,0,0,1,0,1
1549,,COMMUN ASSOC INF SYS,7,0,0,0,0,1,0,1,2,0,0,3
1550,,COMP MED SY,7,0,0,1,2,1,0,0,0,2,0,1
1551,1.545,COMPUT MATH METHOD M,7,0,1,0,0,0,0,1,3,0,1,1
1552,,CPT-PHARMACOMET SYST,7,0,0,0,0,0,0,0,1,1,3,2
1553,,CURR DIABETES REV,7,0,0,0,0,0,0,2,0,1,0,4
1554,3.853,CURR OPIN LIPIDOL,7,0,1,5,0,0,0,0,0,0,0,1
1555,2.533,CURR OPIN OPHTHALMOL,7,0,0,0,1,1,0,0,1,1,0,3
1556,1.465,CURR OPIN OTOLARYNGO,7,1,1,1,0,0,1,1,1,1,0,0
1557,2.087,CURR VASC PHARMACOL,7,0,0,0,0,0,1,0,0,0,0,6
1558,2.451,CYTOSKELETON,7,0,0,1,0,0,1,0,0,0,0,5
1559,,DEMENT GER COGN D EX,7,0,0,0,1,0,1,0,0,0,2,3
1560,1.340,DEV NEUROREHABIL,7,0,0,0,0,1,0,2,1,0,1,2
1561,0.891,DM-DIS MON,7,0,0,1,0,1,0,2,0,0,1,2
1562,3.895,ECOL ECON,7,0,0,0,0,1,0,1,2,0,2,1
1563,2.630,EJNMMI RES,7,0,0,2,0,0,1,0,0,0,1,3
1564,1.376,ENVIRON HEALTH PREV,7,0,0,1,0,0,0,0,0,0,0,6
1565,6.653,ENVIRON SCI TECHNOL,7,0,0,0,1,0,0,0,0,0,0,6
1566,,ESTUD PSICOL-MADRID,7,0,2,1,1,1,0,0,0,0,0,2
1567,3.553,EUR CHILD ADOLES PSY,7,0,0,0,0,0,0,0,2,1,0,4
1568,4.333,EUR J ENDOCRINOL,7,0,0,0,0,1,0,0,4,0,0,2
1569,1.065,EXP AGING RES,7,0,1,0,0,0,1,1,1,0,0,3
1570,2.023,EXP TOXICOL PATHOL,7,0,0,0,1,0,0,0,1,1,1,3
1571,4.946,FOOD CHEM,7,0,0,0,0,1,1,0,2,0,0,3
1572,,FRONT MED,7,1,0,0,0,0,1,1,0,0,0,4
1573,1.892,FRONT PHYS-BEIJING,7,0,0,0,0,0,0,0,0,1,0,6
1574,,FUTUR SCI OA,7,0,0,0,0,0,0,0,0,2,0,5
1575,,GALEN MED J,7,0,0,0,0,0,0,0,1,1,0,5
1576,,GENE REP,7,0,0,0,0,0,2,0,0,2,0,3
1577,3.177,HEALTH PSYCHOL,7,0,0,0,0,0,1,2,0,1,0,3
1578,,IEEE INT C BIOINFORM,7,0,0,0,0,0,0,0,3,0,1,3
1579,,IEEE INT CONF COMP V,7,0,1,0,0,0,0,1,1,0,0,4
1580,6.131,IEEE T MED IMAGING,7,0,0,0,2,0,1,1,0,0,1,2
1581,1.116,IN VIVO,7,0,0,0,0,0,1,0,0,0,1,5
1582,3.256,INFECT IMMUN,7,0,0,0,1,0,1,2,0,0,1,2
1583,,INSECTSXB,7,0,0,0,0,0,0,0,1,0,1,5
1584,1.904,INT J GENOMICS,7,0,0,0,1,0,1,2,0,0,0,3
1585,2.940,INT J GERIATR PSYCH,7,0,0,0,0,0,3,1,1,0,0,2
1586,2.693,INT J SURG,7,0,0,0,0,0,0,0,0,0,1,6
1587,,IOP C SER-MAT SCI,7,0,0,0,0,0,1,0,0,0,0,6
1588,1.218,J AM ASSOC LAB ANIM,7,0,0,1,0,0,0,1,0,0,0,5
1589,,J ANXIETY DISORD,7,0,0,0,0,0,2,0,0,0,1,4
1590,,J BEHAV THER EXP PSY,7,0,0,1,0,3,0,0,1,0,0,2
1591,5.256,J BIOL ENG,7,0,0,0,1,0,0,0,0,0,0,6
1592,6.314,J BONE MINER RES,7,0,0,0,0,0,0,1,1,0,0,5
1593,,J CLIN CHILD ADOLESC,7,0,0,0,0,2,0,0,2,0,1,2
1594,2.881,J CLIN PHARMACOL,7,0,0,1,0,1,0,0,1,0,0,4
1595,2.792,J DIABETES COMPLICAT,7,0,0,0,0,1,1,0,0,1,1,3
1596,3.662,J ELECTROCHEM SOC,7,0,0,0,0,0,0,0,0,0,0,7
1597,1.568,J ELECTROMYOGR KINES,7,0,0,1,0,0,2,0,0,0,0,4
1598,2.018,J FOOD SCI,7,0,0,0,0,0,1,0,0,1,0,5
1599,2.452,J FORMOS MED ASSOC,7,0,0,1,0,0,0,0,2,0,0,4
1600,1.742,J GLAUCOMA,7,0,0,0,1,0,0,0,0,0,1,5
1601,1.776,J HAND SURG-AM,7,0,0,0,0,1,0,0,0,1,0,5
1602,2.190,J IMMUNOL METHODS,7,0,1,0,1,1,0,0,0,0,1,3
1603,2.586,J MAGN RESON,7,0,0,0,0,2,1,1,0,0,0,3
1604,0.549,J MED IMAG HEALTH IN,7,0,0,0,0,0,0,1,1,2,0,3
1605,2.152,J NEURO-OPHTHALMOL,7,0,0,0,0,1,0,1,0,0,0,5
1606,3.090,J ORTHOP SPORT PHYS,7,0,0,0,2,1,1,1,0,0,1,1
1607,,J PATHOL TRANSL MED,7,0,0,1,1,0,1,0,0,0,0,4
1608,2.333,J PHARM PHARM SCI,7,0,0,0,2,2,1,0,0,0,1,1
1609,1.775,J RECEPT SIG TRANSD,7,0,0,0,0,0,1,1,0,1,1,3
1610,1.804,J THORAC DIS,7,0,0,1,0,0,0,1,0,2,0,3
1611,,JUDGM DECIS MAK,7,0,0,0,1,2,0,0,0,1,0,3
1612,0.980,KYBERNETES,7,0,0,0,1,0,0,0,0,1,0,5
1613,,L N INF SYST ORGAN,7,0,0,0,0,0,0,0,2,0,3,2
1614,3.789,LANGMUIR,7,0,0,1,0,0,0,0,0,0,0,6
1615,10.023,LEUKEMIA,7,0,0,0,1,1,0,0,1,0,0,4
1616,3.392,MACROMOL BIOSCI,7,0,0,0,0,0,0,0,0,1,1,5
1617,1.443,MAMM BIOL,7,0,0,0,0,0,0,0,0,0,0,7
1618,2.687,MAMM GENOME,7,0,0,0,0,1,0,1,0,0,0,5
1619,7.199,MAYO CLIN PROC,7,0,1,0,0,0,1,0,0,0,1,4
1620,,MED GAS RES,7,0,0,0,0,0,0,0,0,1,0,6
1621,2.673,MENOPAUSE,7,0,1,0,0,0,0,2,0,0,0,4
1622,,METH PRIN MED CHEM,7,0,0,1,0,0,0,1,1,0,0,4
1623,,MIND LANG,7,0,0,1,0,0,1,0,1,1,0,3
1624,,MUSIC SCI,7,0,0,1,0,0,0,0,0,1,0,5
1625,,NAT SCI SLEEP,7,0,0,1,1,0,0,2,0,0,0,3
1626,0.817,NEUROL NEUROCHIR POL,7,0,0,1,1,1,0,1,1,0,0,2
1627,2.486,NEUROSURG CLIN N AM,7,0,0,0,0,0,0,0,0,1,1,5
1628,,NEW HORIZ TRANSL MED,7,0,0,1,0,0,0,1,0,0,0,5
1629,,NPJ AGING MECH DIS,7,0,0,0,2,0,1,1,0,1,0,2
1630,,PAIN RES,7,0,0,0,0,1,0,0,0,0,0,6
1631,,PAIN RES TREAT,7,0,0,0,0,0,0,0,0,0,0,7
1632,0.819,PEDIATR NEUROSURG,7,0,0,0,1,2,0,0,0,0,1,3
1633,0.897,PEDIATR PHYS THER,7,0,0,0,2,0,2,0,0,1,0,2
1634,1.016,PHARMAZIE,7,0,1,0,0,0,1,0,1,0,1,3
1635,,PHILOS STUD,7,0,0,0,0,0,1,2,1,0,0,3
1636,2.434,PLACENTA,7,0,1,0,0,0,0,0,1,0,3,2
1637,1.850,PM&R,7,0,0,0,0,1,0,0,0,1,0,5
1638,1.196,PSYCHIATR POL,7,0,0,2,0,0,1,1,0,0,0,3
1639,,REV GEN PSYCHOL,7,0,0,0,1,0,1,0,0,1,2,2
1640,,ROUTL LEAD LINGUISTS,7,0,0,0,0,0,0,1,1,0,0,5
1641,,RSC SMART MATER,7,0,0,0,0,0,0,1,0,0,1,5
1642,,SAL NETW HUM BRAINXB,7,0,1,0,0,1,0,2,0,1,0,2
1643,4.610,SCI TOTAL ENVIRON,7,0,0,0,0,1,0,0,0,0,0,6
1644,,SLEEP SCI,7,0,0,0,1,0,0,0,0,0,1,5
1645,3.709,SOFT MATTER,7,0,0,0,0,1,0,0,0,0,1,5
1646,7.074,SPORTS MED,7,0,1,1,1,1,0,1,1,1,0,0
1647,1.648,STEREOT FUNCT NEUROS,7,0,0,0,0,1,1,0,0,2,0,3
1648,4.907,STRUCTURE,7,0,0,1,0,2,1,0,0,0,0,3
1649,,STUD NEUROSCI,7,0,0,0,0,0,0,1,1,0,1,4
1650,3.764,SURV OPHTHALMOL,7,0,0,0,0,0,2,0,0,0,0,5
1651,,TRANSLATION,7,0,0,0,2,0,1,0,0,0,0,4
1652,0.444,TROP J PHARM RES,7,0,0,0,1,0,0,0,2,0,1,3
