Cited Journal Data: IEEE T BIO-MED ENG,,,,,,,,,,,,,,
,Impact Factor,Citing Journal,All Yrs,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,Rest
1318,4.361,IEEE J-STSP,2,0,0,0,0,0,0,1,0,0,0,1
1319,1.568,IEEE MAGN LETT,2,0,0,0,0,0,0,0,0,1,0,1
1320,2.446,IEEE PHOTONIC TECH L,2,0,0,0,0,0,0,0,0,1,0,1
1321,,IEEE RADIO WIRELESS,2,0,0,0,2,0,0,0,0,0,0,0
1322,2.743,IEEE T IND APPL,2,0,0,0,0,0,0,0,0,0,0,2
1323,1.869,IEEE T LEARN TECHNOL,2,0,0,0,0,1,0,0,0,0,0,1
1324,,IEICE COMMUN EXPRESS,2,0,0,0,0,0,0,2,0,0,0,0
1325,0.500,IEICE T INF SYST,2,1,0,0,0,0,1,0,0,0,0,0
1326,1.836,IET BIOMETRICS,2,0,0,1,1,0,0,0,0,0,0,0
1327,1.443,IET COMMUN,2,1,0,0,0,0,0,0,0,0,0,1
1328,1.087,IET COMPUT VIS,2,0,0,0,0,0,1,0,0,0,1,0
1329,0.947,IET SOFTW,2,0,0,0,0,0,0,0,0,0,0,2
1330,2.159,IMAGE VISION COMPUT,2,0,0,0,0,0,0,0,0,0,0,2
1331,0.366,IMAGING SCI J,2,0,0,1,0,0,1,0,0,0,0,0
1332,,ING UC,2,0,0,0,0,0,0,0,1,0,0,1
1333,,INT ARCH PHOTOGRAMM,2,0,0,0,0,0,0,0,0,0,0,2
1334,,INT C ADV COMMUN,2,0,0,0,0,0,0,0,0,0,0,2
1335,,INT C COMP SCI ED,2,0,0,0,0,0,1,0,0,0,0,1
1336,,INT C ELECT COMPUT,2,0,0,0,0,0,1,0,0,0,0,1
1337,,INT C SYST SIGNAL,2,1,0,0,0,0,0,0,0,0,0,1
1338,,INT C UBIQ FUTUR,2,0,0,0,1,0,0,0,0,0,0,1
1339,,INT CARN CONF SECU,2,0,0,0,0,0,0,0,0,0,0,2
1340,0.648,INT J AD HOC UBIQ CO,2,0,0,0,0,0,0,0,0,0,1,1
1341,,INT J APPL MECH,2,0,0,0,0,0,0,0,0,0,0,2
1342,1.501,INT J BIFURCAT CHAOS,2,0,0,0,1,0,0,0,0,0,0,1
1343,2.577,INT J BIOMETEOROL,2,0,0,0,0,0,0,0,0,0,0,2
1344,,INT J BIOPRINTING,2,0,0,0,0,2,0,0,0,0,0,0
1345,,INT J BUILD PATHOL,2,0,0,0,0,0,0,0,0,1,0,1
1346,,INT J COMPUT APPL T,2,0,0,0,0,0,0,0,0,0,0,2
1347,11.541,INT J COMPUT VISION,2,0,0,0,0,0,0,0,0,0,0,2
1348,1.369,INT J ELECTROCHEM SC,2,0,0,0,0,0,0,0,0,0,0,2
1349,7.023,INT J ENG SCI,2,0,1,0,0,0,0,0,0,0,0,1
1350,2.300,INT J HUM-COMPUT ST,2,0,0,1,0,0,1,0,0,0,0,0
1351,,INT J IMAGE GRAPH,2,0,0,1,0,0,0,1,0,0,0,0
1352,2.692,INT J MACH LEARN CYB,2,0,0,0,0,1,0,1,0,0,0,0
1353,2.589,INT J NUMER METH ENG,2,0,0,0,0,0,0,0,0,0,0,2
1354,1.970,INT J RADIAT BIOL,2,0,0,0,0,0,0,1,0,0,0,1
1355,1.782,INT J REMOTE SENS,2,0,0,0,0,0,0,0,1,0,0,1
1356,0.793,INT J SEMANT WEB INF,2,0,0,0,0,0,0,0,0,0,1,1
1357,3.384,INT J SPORT PHYSIOL,2,0,0,0,0,0,0,0,0,0,0,2
1358,,INT J SYST DYN APPL,2,0,0,0,0,0,0,0,0,0,0,2
1359,0.540,INT J WAVELETS MULTI,2,0,0,0,0,0,0,0,0,0,1,1
1360,1.619,INT T ELECTR ENERGY,2,0,0,0,0,0,0,0,1,0,0,1
1361,0.796,INTERDISCIP SCI,2,1,0,0,0,0,0,1,0,0,0,0
1362,,ITM WEB CONF,2,0,0,0,0,0,0,0,0,0,1,1
1363,0.503,J ADV MECH DES SYST,2,0,0,0,0,1,0,0,0,0,0,1
1364,,J ANXIETY DISORD,2,0,0,0,0,0,0,0,0,0,0,2
1365,1.709,J APPL ORAL SCI,2,0,0,0,0,2,0,0,0,0,0,0
1366,0.699,J APPL STAT,2,0,0,0,0,0,0,0,1,0,0,1
1367,3.339,J ARTHROPLASTY,2,0,0,0,0,0,0,0,0,0,0,2
1368,,J AUTISM DEV DISORD,2,0,0,1,0,0,0,0,0,0,0,1
1369,1.574,J CARDIOTHOR VASC AN,2,0,0,0,0,0,0,0,0,0,0,2
1370,2.097,J CARDIOVASC NURS,2,0,0,0,0,0,0,0,0,0,0,2
1371,4.401,J CELL SCI,2,1,0,1,0,0,0,0,0,0,0,0
1372,,J CLIN DIAGN RES,2,0,0,1,0,0,0,0,0,0,0,1
1373,1.252,J COMMUN NETW-S KOR,2,0,0,0,0,0,0,0,0,0,0,2
1374,1.292,J COMPUT ASSIST TOMO,2,0,0,0,0,0,0,0,0,0,2,0
1375,0.772,J CRANIOFAC SURG,2,0,0,0,0,1,0,0,0,0,0,1
1376,1.566,J ELECTRON MATER,2,0,0,0,0,0,0,0,0,0,0,2
1377,2.732,J ENDOVASC THER,2,0,0,1,0,0,0,0,1,0,0,0
1378,,J ENG PHYS THERMOPH+,2,0,0,0,0,0,0,0,0,0,0,2
1379,5.354,J EXP BOT,2,0,0,0,0,0,0,1,0,0,0,1
1380,2.289,J EXP PSYCHOL HUMAN,2,0,0,0,0,0,0,0,0,0,1,1
1381,0.605,J FIBER SCI TECHNOL,2,0,0,0,0,1,0,0,0,0,0,1
1382,2.434,J FLUID STRUCT,2,0,0,0,0,0,0,0,1,1,0,0
1383,1.581,J GERIATR CARDIOL,2,0,0,0,0,0,0,0,0,0,0,2
1384,0.752,J GERONTOL NURS,2,0,0,0,0,0,0,0,0,0,0,2
1385,1.040,J HAND THER,2,0,0,0,0,0,0,1,0,0,1,0
1386,1.576,J HYDROL ENG,2,0,0,0,0,0,0,0,0,0,1,1
1387,1.283,J IND TEXT,2,0,0,1,0,0,0,0,0,0,0,1
1388,,J INFORM OPTIM SCI,2,0,0,0,0,0,0,0,1,0,0,1
1389,1.677,J INFRARED MILLIM TE,2,0,0,0,0,0,0,1,0,0,0,1
1390,0.387,J INFRARED MILLIM W,2,0,0,0,0,0,0,0,0,0,0,2
1391,6.754,J INTERN MED,2,0,0,0,0,0,0,0,1,0,0,1
1392,1.588,J KOREAN MED SCI,2,0,0,0,0,0,0,1,0,0,0,1
1393,2.578,J MANUF SCI E-T ASME,2,0,0,0,0,0,1,1,0,0,0,0
1394,9.931,J MATER CHEM A,2,0,0,0,0,0,0,0,0,0,0,2
1395,2.324,J MATER SCI-MATER EL,2,0,1,0,0,0,0,0,0,0,0,1
1396,0.677,J MED ULTRASON,2,0,0,0,0,1,0,0,0,0,0,1
1397,5.296,J MOL CELL CARDIOL,2,0,0,1,0,0,1,0,0,0,0,0
1398,3.991,J NETW COMPUT APPL,2,0,0,0,0,0,0,0,0,0,0,2
1399,1.953,J NEUROIMAGING,2,0,0,0,1,0,0,0,0,0,0,1
1400,3.783,J NEUROL,2,0,0,0,0,0,0,1,0,0,0,1
1401,2.448,J NEUROL SCI,2,0,0,0,0,0,2,0,0,0,0,0
1402,0.945,J NEUROSCI NURS,2,0,0,0,1,1,0,0,0,0,0,0
1403,2.662,J NEUROSCI RES,2,0,0,0,0,0,0,0,0,0,0,2
1404,7.439,J NUCL MED,2,0,0,0,1,0,0,0,0,0,0,1
1405,0.545,J OBSTET GYNAECOL,2,0,0,0,0,0,0,0,0,0,0,2
1406,2.048,J OPT SOC AM B,2,0,0,0,0,0,0,0,0,0,0,2
1407,2.323,J OPTICS-UK,2,0,0,0,0,0,0,0,0,0,0,2
1408,3.667,J PEDIATR-US,2,0,1,0,1,0,0,0,0,0,0,0
1409,1.558,J PERINAT MED,2,0,0,0,0,0,0,0,0,0,1,1
1410,4.484,J PHYS CHEM C,2,0,0,0,0,0,0,0,0,0,0,2
1411,1.750,J PROSTHODONT,2,0,0,0,0,0,0,0,0,0,0,2
1412,0.917,J PSYCHOPHYSIOL,2,0,0,0,0,0,0,0,0,0,0,2
1413,1.865,J RECONSTR MICROSURG,2,0,0,0,0,0,0,0,0,0,0,2
1414,1.802,J REHABIL MED,2,0,0,0,0,2,0,0,0,0,0,0
1415,,J ROBOT NETW ARTIF L,2,0,0,0,0,1,0,0,0,0,0,1
1416,1.990,J SPORT SCI MED,2,0,0,0,0,0,0,0,0,0,1,1
1417,1.320,J STRAIN ANAL ENG,2,0,0,0,0,0,0,0,0,0,0,2
1418,0.572,J SYST ENG ELECTRON,2,0,0,0,0,0,0,0,0,0,1,1
1419,3.849,J TAIWAN INST CHEM E,2,0,0,0,0,0,0,0,0,0,0,2
1420,1.719,J TOXICOL SCI,2,0,0,0,0,0,0,0,0,0,0,2
1421,1.903,KNEE,2,0,0,0,0,0,0,0,0,0,0,2
1422,2.247,KNOWL INF SYST,2,0,0,0,0,0,0,0,1,0,0,1
1423,0.611,KSII T INTERNET INF,2,1,1,0,0,0,0,0,0,0,0,0
1424,2.296,LANGENBECK ARCH SURG,2,0,0,0,0,1,0,0,0,0,0,1
1425,0.972,LINEAR ALGEBRA APPL,2,0,0,0,0,0,0,0,0,1,0,1
1426,0.685,M S-MED SCI,2,0,0,0,1,0,0,0,0,1,0,0
1427,1.855,MACH LEARN,2,0,0,0,0,0,1,1,0,0,0,0
1428,2.690,MACROMOL MATER ENG,2,0,1,0,0,0,0,0,0,0,0,1
1429,4.441,MACROMOL RAPID COMM,2,0,0,0,0,0,0,0,0,0,0,2
1430,,MALAYS J FUNDAM APPL,2,0,0,0,0,1,0,0,0,0,1,0
1431,24.480,MAT SCI ENG R,2,0,0,0,1,0,0,0,0,0,0,1
1432,4.525,MATER DESIGN,2,0,0,0,0,0,0,0,0,0,0,2
1433,,MATER TODAY-PROC,2,0,0,0,0,0,0,0,0,0,0,2
1434,7.199,MAYO CLIN PROC,2,0,0,0,0,0,0,0,0,0,0,2
1435,0.878,MEAS CONTROL-UK,2,0,0,0,0,0,0,0,0,0,0,2
1436,,MEAS PHYS EDUC EXERC,2,0,0,0,0,0,0,1,0,0,0,1
1437,4.370,MECH SYST SIGNAL PR,2,0,0,0,0,0,0,0,0,0,0,2
1438,,MED DEVICES-EVID RES,2,0,0,0,0,0,0,0,0,0,0,2
1439,1.120,MED HYPOTHESES,2,0,0,0,0,0,0,1,0,0,0,1
1440,3.998,METHODS,2,0,0,0,1,0,0,1,0,0,0,0
1441,,MICRO NANO TECHNOL,2,0,0,0,0,0,0,1,0,0,0,1
1442,2.020,MICROELECTRON ENG,2,0,1,0,0,0,0,0,0,0,0,1
1443,,MICROSYTEM NANOSYTEM,2,0,0,0,0,1,0,0,0,1,0,0
1444,5.872,MOL AUTISM,2,0,0,0,0,0,0,0,0,0,1,1
1445,3.449,MOL HUM REPROD,2,0,0,0,0,0,1,0,0,0,0,1
1446,3.626,MOL IMAGING BIOL,2,0,1,0,1,0,0,0,0,0,0,0
1447,8.500,MOL SYST BIOL,2,0,2,0,0,0,0,0,0,0,0,0
1448,8.324,MOVEMENT DISORD,2,0,1,0,0,0,0,0,0,0,0,1
1449,4.814,MRS BULL,2,0,0,0,0,0,0,1,1,0,0,0
1450,2.339,MULTISENS RES,2,0,0,0,0,0,0,0,0,0,0,2
1451,26.201,NAT CHEM,2,0,0,0,0,0,0,0,0,0,0,2
1452,19.912,NAT NEUROSCI,2,0,0,0,0,1,0,0,0,0,0,1
1453,,NATL C COMMUN,2,0,1,0,0,0,0,1,0,0,0,0
1454,2.781,NDT&E INT,2,1,0,0,0,0,0,0,0,0,0,1
1455,5.227,NEUROBIOL DIS,2,0,0,0,0,0,0,0,0,0,0,2
1456,1.275,NEUROIMAG CLIN N AM,2,0,1,0,0,0,0,1,0,0,0,0
1457,0.368,NEUROPHYSIOLOGY+,2,0,0,0,0,0,0,0,0,0,0,2
1458,6.544,NEUROPSYCHOPHARMACOL,2,0,1,1,0,0,0,0,0,0,0,0
1459,1.266,NEUROREPORT,2,1,0,0,0,0,0,0,0,0,0,1
1460,,NEUROSCI CONSCIOUS,2,0,0,0,0,0,0,0,0,0,0,2
1461,2.255,NEUROSURG REV,2,0,0,0,1,0,0,0,0,1,0,0
1462,,NEW DEV NMR,2,0,0,0,1,0,0,0,0,1,0,0
1463,1.957,NONDESTRUCT TEST EVA,2,0,0,0,0,0,0,0,0,0,1,1
1464,8.483,OBES REV,2,0,0,0,0,0,0,1,0,0,0,1
1465,3.890,OBES SURG,2,1,0,0,0,0,1,0,0,0,0,0
1466,4.042,OBESITY,2,0,0,0,1,0,0,0,0,1,0,0
1467,5.530,OCUL SURF,2,0,1,0,0,0,0,0,0,0,1,0
1468,0.842,OPHTHALMOLOGE,2,0,1,0,0,0,0,0,0,0,0,1
1469,7.479,OPHTHALMOLOGY,2,0,0,0,0,0,0,0,0,0,0,2
1470,2.503,OPT LASER TECHNOL,2,0,0,0,0,2,0,0,0,0,0,0
1471,1.168,OPT QUANT ELECTRON,2,0,0,0,0,0,0,0,0,0,0,2
1472,3.680,ORG ELECTRON,2,0,0,0,1,0,0,0,0,0,0,1
1473,,P 2016 INT C BIOTXB,2,0,0,0,0,0,0,0,0,1,0,1
1474,,P 2017 18 INT CXB,2,0,0,0,0,1,0,0,0,0,0,1
1475,,P 2017 IEEE 24 INTXB,2,0,1,0,0,0,0,1,0,0,0,0
1476,,P 2017 INT C SMARTXB,2,0,0,0,0,0,0,0,1,0,0,1
1477,1.281,P I MECH ENG L-J MAT,2,0,0,0,0,0,0,0,1,0,1,0
1478,,P IEEE INT C COMPXB,2,0,0,0,0,0,1,0,1,0,0,0
1479,2.556,PAIN PHYSICIAN,2,0,0,0,0,0,0,0,0,0,0,2
1480,2.187,PAIN PRACT,2,0,0,0,0,0,0,0,0,0,0,2
1481,2.958,PANCREAS,2,0,0,0,0,1,0,0,0,1,0,0
1482,3.123,PEDIATR RES,2,0,1,0,0,0,0,0,0,0,0,1
1483,1.371,PERCEPTION,2,0,0,0,0,0,0,0,0,0,0,2
1484,0.385,PESQUI VET BRASIL,2,0,0,0,0,1,0,0,0,0,0,1
1485,3.335,PHARM RES-DORDR,2,0,0,0,0,0,0,0,0,0,0,2
1486,5.666,PHILOS T R SOC B,2,0,0,1,0,1,0,0,0,0,0,0
1487,1.620,PHOTOMED LASER SURG,2,0,0,0,0,0,0,0,1,0,0,1
1488,1.863,PHYS LETT A,2,0,0,0,0,0,1,0,0,0,0,1
1489,4.782,PHYS REV APPL,2,0,0,0,0,1,0,0,0,0,1,0
1490,1.902,PHYS SCRIPTA,2,0,0,0,0,1,0,0,0,0,0,1
1491,1.795,PHYS STATUS SOLIDI A,2,0,0,0,0,0,0,0,0,0,0,2
1492,5.947,PHYSIOLOGY,2,0,0,0,1,0,0,0,0,0,0,1
1493,,PLOS 1XB,2,0,0,0,0,0,0,0,0,2,0,0
1494,9.163,PLOS BIOL,2,0,0,0,0,1,0,0,0,0,0,1
1495,,PROC ASME CONF SMART,2,0,0,0,0,0,0,1,0,0,0,1
1496,0.853,Q APPL MATH,2,0,0,0,0,0,0,0,0,0,0,2
1497,1.048,RADIOENGINEERING,2,0,0,0,0,0,0,0,0,0,0,2
1498,3.249,RADIOGRAPHICS,2,0,0,1,0,0,0,0,0,0,1,0
1499,,RADIOL PHYS TECHNOL,2,0,0,0,0,1,0,0,0,1,0,0
1500,,REN ALT EN CONCXB,2,0,0,0,0,0,1,0,0,0,0,1
1501,4.013,RETINA-J RET VIT DIS,2,0,0,0,2,0,0,0,0,0,0,0
1502,,RETOS,2,0,0,0,1,1,0,0,0,0,0,0
1503,0.850,REV BRAS ANESTESIOL,2,0,0,0,0,1,0,0,0,0,1,0
1504,,REV BRAS GINECOL OBS,2,0,0,0,0,0,0,0,0,0,1,1
1505,1.350,REV BRAS REUMATOL,2,0,0,0,0,0,0,0,1,0,0,1
1506,0.288,ROM J INF SCI TECH,2,0,0,0,0,0,0,0,0,1,0,1
1507,0.549,RUSS J PHYS CHEM A+,2,0,0,0,0,0,0,0,0,0,0,2
1508,41.058,SCIENCE,2,0,1,0,0,0,0,1,0,0,0,0
1509,,SCOLIOSIS SPINAL DIS,2,0,0,0,0,0,0,0,0,0,0,2
1510,1.246,SILICON-NETH,2,0,0,0,0,1,0,0,1,0,0,0
1511,2.340,SIMUL HEALTHC,2,0,0,0,2,0,0,0,0,0,0,0
1512,0.940,SIMUL-T SOC MOD SIM,2,0,0,0,1,1,0,0,0,0,0,0
1513,1.567,SKELETAL RADIOL,2,0,0,0,0,0,0,0,0,0,0,2
1514,,SLEEP SCI,2,0,0,0,0,0,0,0,0,1,1,0
1515,9.598,SMALL,2,0,0,0,0,0,1,0,0,0,0,1
1516,,SMALL METHODS,2,0,0,0,0,0,0,0,1,0,0,1
1517,1.338,SOFTWARE PRACT EXPER,2,0,0,1,0,0,1,0,0,0,0,0
1518,1.666,SOLID STATE ELECTRON,2,0,0,0,0,0,0,0,0,0,1,1
1519,,SPORTS ENG,2,0,0,0,0,0,0,0,0,0,0,2
1520,7.074,SPORTS MED,2,0,0,0,0,0,0,0,0,1,1,0
1521,,SPRINGER PROC PHYS,2,0,0,0,0,0,0,0,0,1,0,1
1522,6.537,STEM CELL REP,2,0,0,0,0,0,1,0,0,0,0,1
1523,3.612,STEM CELL REV REP,2,0,0,0,0,1,0,0,0,0,1,0
1524,4.929,STEM CELL TRANSL MED,2,0,0,0,0,0,0,0,0,0,0,2
1525,1.648,STEREOT FUNCT NEUROS,2,0,0,2,0,0,0,0,0,0,0,0
1526,1.605,STRAIN,2,0,0,0,0,0,0,0,0,0,0,2
1527,1.182,STROJ VESTN-J MECH E,2,0,0,1,0,0,0,0,0,0,0,1
1528,1.020,STUD INFORM CONTROL,2,0,0,0,0,0,0,0,1,0,0,1
1529,3.818,SWARM EVOL COMPUT,2,0,0,0,0,1,1,0,0,0,0,0
1530,2.360,SYNAPSE,2,0,0,0,0,0,0,0,0,0,0,2
1531,0.707,TECH PHYS+,2,0,0,0,0,0,0,0,0,0,0,2
1532,,TECHNOLOGY,2,0,0,0,0,1,0,0,0,0,0,1
1533,,TEH GLAS,2,0,0,0,0,0,0,0,0,0,1,1
1534,2.321,THEOR APPL CLIMATOL,2,0,0,0,0,0,0,0,0,0,0,2
1535,1.433,THERM SCI,2,0,0,0,0,1,0,0,0,0,0,1
1536,2.067,TRIALS,2,0,0,0,0,0,0,0,0,0,0,2
1537,0.147,TURK J PH MED REHAB,2,0,0,0,0,0,0,0,0,0,0,2
1538,,ULTRASOUND,2,0,0,0,0,0,0,0,0,0,0,2
1539,0.437,UROLOGE,2,0,1,0,0,0,0,0,0,0,0,1
1540,2.067,VACUUM,2,0,1,0,0,0,0,0,0,0,0,1
1541,,VEH TECHNOL CONFE,2,0,1,0,0,0,0,0,1,0,0,0
1542,2.422,VET PARASITOL,2,0,0,0,0,1,0,0,0,0,0,1
1543,2.050,VET REC,2,0,0,0,0,0,0,0,0,0,0,2
1544,2.960,WEAR,2,0,0,0,0,0,0,0,2,0,0,0
1545,2.335,FRONT PEDIATR,0,0,0,0,0,0,0,0,0,0,0,0
1546,,N AM POW SYMP,0,0,0,0,0,0,0,0,0,0,0,0
Copyright © 2018 Clarivate Analytics,,,,,,,,,,,,,,
"By exporting the selected data, you agree to the data usage policy set forth in the Terms of Use",,,,,,,,,,,,,,
